time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
0,6.4,7.5,4.8,2.0,5.8,2,62,-0.034,0.057,1.012,0.358,-0.331,-0.178,rest,no_exercise
100,4.6,4.7,5.3,4.0,7.8,0,59,0.033,-0.022,1.004,0.284,0.312,-0.297,rest,no_exercise
200,4.1,6.2,4.7,1.7,8.4,4,107,0.022,-0.032,0.976,-0.817,0.426,-0.142,rest,no_exercise
300,7.1,8.0,4.1,4.3,4.8,2,91,0.056,0.022,1.011,0.067,0.021,-0.37,rest,no_exercise
400,6.2,7.8,1.8,5.7,6.9,1,49,0.109,-0.03,0.961,0.937,0.267,-0.229,rest,no_exercise
500,6.7,5.9,3.4,3.7,8.0,6,90,-0.047,-0.012,0.895,0.142,0.45,-0.452,rest,no_exercise
600,3.6,6.5,7.6,3.5,6.9,4,74,0.067,0.087,0.979,-0.458,-0.272,0.652,rest,no_exercise
700,2.2,7.4,3.6,5.4,6.7,2,81,0.038,-0.03,0.953,-0.101,0.349,0.101,rest,no_exercise
800,6.7,5.1,4.4,1.5,7.9,2,84,0.111,-0.031,0.976,0.182,0.619,0.35,rest,no_exercise
900,0.3,5.4,3.7,2.1,6.7,1,67,0.061,0.019,0.971,0.171,-0.269,0.12,rest,no_exercise
1000,6.9,6.4,3.6,3.2,4.7,5,94,0.146,0.017,1.056,0.478,-0.272,0.154,rest,no_exercise
1100,7.7,7.2,4.1,7.5,7.3,4,94,-0.004,-0.027,0.953,0.044,-0.37,-0.043,rest,no_exercise
1200,6.1,6.1,5.8,5.0,8.7,0,97,-0.028,-0.002,0.984,0.07,0.066,-0.083,rest,no_exercise
1300,5.3,7.6,7.8,3.1,11.1,4,61,0.012,-0.104,0.931,-0.141,0.233,0.033,rest,no_exercise
1400,7.3,6.3,7.6,3.5,8.0,2,102,0.086,-0.092,1.003,-0.7,0.612,0.49,rest,no_exercise
1500,2.9,6.6,5.3,7.1,7.0,3,100,0.079,0.06,0.974,-0.372,-0.219,0.462,rest,no_exercise
1600,4.1,7.8,5.4,5.4,7.9,1,73,0.087,-0.035,0.916,-0.203,-0.015,0.151,rest,no_exercise
1700,5.1,3.6,4.0,5.5,5.0,4,45,-0.026,0.011,0.961,-0.165,0.336,-0.094,rest,no_exercise
1800,5.8,6.1,5.3,5.4,6.3,1,68,0.15,-0.004,0.96,-0.156,0.477,-0.578,rest,no_exercise
1900,8.8,7.9,6.7,4.4,9.5,2,64,-0.024,-0.004,0.995,0.222,-0.25,0.282,rest,no_exercise
2000,5.2,6.3,4.4,6.6,7.3,1,94,0.068,-0.019,0.968,-0.269,0.116,-0.098,rest,no_exercise
2100,5.2,6.8,2.4,0.0,11.1,5,63,0.027,-0.008,0.94,0.451,-0.085,0.093,rest,no_exercise
2200,6.4,5.7,5.2,4.5,6.8,4,71,-0.015,-0.041,0.952,0.231,0.359,0.295,rest,no_exercise
2300,3.3,11.6,4.6,4.0,7.6,0,83,0.006,-0.049,0.909,-0.539,-0.528,-0.289,rest,no_exercise
2400,5.4,5.1,9.6,2.0,7.8,0,74,0.079,0.034,0.993,0.091,-0.841,-0.117,rest,no_exercise
2500,4.3,8.8,5.8,6.5,4.8,1,78,0.088,-0.024,0.993,-0.209,-0.13,-0.073,rest,no_exercise
2600,7.6,7.0,1.8,3.4,7.1,2,56,-0.044,0.084,0.989,-0.464,-0.525,-0.507,rest,no_exercise
2700,3.7,5.7,1.4,3.7,8.3,3,67,0.132,-0.028,0.904,-0.05,0.128,0.32,rest,no_exercise
2800,4.1,5.2,0.6,7.8,8.2,0,61,-0.005,-0.023,1.018,-0.306,-0.322,0.601,rest,no_exercise
2900,4.6,9.5,5.8,2.3,5.6,4,110,0.082,-0.038,1.084,0.082,0.18,0.065,rest,no_exercise
3000,78.1,76.4,87.1,83.9,80.6,7,184,0.04,-0.008,1.01,0.815,-0.024,-0.315,hand_opening,movement_phase
3100,69.1,73.2,70.7,77.0,78.1,1,167,0.108,-0.035,0.948,3.574,0.368,0.378,hand_opening,movement_phase
3200,65.0,64.8,69.4,66.9,68.2,4,211,0.035,-0.007,0.935,1.95,-0.819,-0.003,hand_opening,movement_phase
3300,63.3,61.4,64.8,62.6,63.1,3,170,0.08,-0.067,0.903,2.307,0.033,1.126,hand_opening,movement_phase
3400,56.4,56.4,53.2,57.6,58.1,5,178,0.063,-0.083,0.981,2.271,-0.607,-0.457,hand_opening,movement_phase
3500,53.6,50.3,56.0,51.1,50.2,5,185,0.059,-0.052,1.03,2.982,-0.272,0.61,hand_opening,movement_phase
3600,45.7,45.4,41.6,44.5,46.4,5,198,0.07,-0.052,0.969,2.44,0.215,-0.997,hand_opening,movement_phase
3700,39.3,36.6,43.6,36.6,39.5,2,230,0.002,-0.021,1.005,2.185,1.049,0.831,hand_opening,movement_phase
3800,33.5,36.2,27.7,33.2,37.3,4,197,-0.01,-0.031,0.961,2.564,-0.726,0.545,hand_opening,movement_phase
3900,27.0,23.4,28.0,28.8,28.4,4,167,0.053,0.026,0.937,1.24,1.309,-0.825,hand_opening,movement_phase
4000,21.7,21.2,23.4,27.8,25.9,4,190,0.015,0.003,0.93,2.758,-0.474,-0.905,hand_opening,movement_phase
4100,19.2,16.4,15.4,19.9,17.5,2,191,0.034,0.116,0.919,2.622,0.699,-0.469,hand_opening,movement_phase
4200,6.3,8.3,16.1,11.1,14.0,1,223,0.058,-0.014,0.94,1.074,-0.053,-0.625,hand_opening,movement_phase
4300,6.3,0.0,11.5,8.5,4.8,4,197,0.072,0.05,0.987,2.629,1.212,-1.727,hand_opening,movement_phase
4400,5.4,8.8,9.6,6.5,5.1,6,197,0.026,0.009,0.921,4.651,-1.087,-0.356,hand_closing,movement_phase
4500,18.1,10.6,15.0,9.4,12.7,11,252,0.011,0.005,0.936,7.105,-1.652,1.535,hand_closing,movement_phase
4600,22.6,22.2,15.7,18.0,12.4,13,231,0.078,-0.097,0.971,2.644,-1.035,-0.762,hand_closing,movement_phase
4700,26.4,23.0,17.7,25.5,21.9,20,258,-0.005,-0.039,1.0,5.265,-0.027,0.635,hand_closing,movement_phase
4800,30.7,33.4,26.2,24.7,26.8,22,263,0.026,-0.075,1.044,4.426,0.296,1.125,hand_closing,movement_phase
4900,37.0,32.6,34.4,34.3,30.2,24,302,0.044,-0.046,1.017,3.771,-0.79,-0.458,hand_closing,movement_phase
5000,40.0,36.3,46.2,45.4,38.3,30,354,0.037,-0.073,0.928,3.087,-1.184,1.404,hand_closing,movement_phase
5100,47.0,40.9,48.6,45.4,45.1,36,333,0.083,-0.079,0.945,4.292,-1.698,0.455,hand_closing,movement_phase
5200,57.8,50.5,46.2,51.0,48.0,37,360,-0.044,-0.089,0.962,4.261,-0.117,-0.424,hand_closing,movement_phase
5300,54.7,54.9,55.1,59.6,52.5,44,369,-0.022,-0.007,0.97,2.73,0.515,-1.172,hand_closing,movement_phase
5400,62.2,56.4,63.4,61.4,63.2,50,361,-0.011,-0.04,0.928,3.862,-0.574,-0.307,hand_closing,movement_phase
5500,67.6,64.6,67.8,63.4,68.6,48,421,0.03,-0.003,1.046,3.443,0.846,-0.138,hand_closing,movement_phase
5600,68.9,72.0,72.0,69.1,65.4,51,483,0.092,-0.017,0.904,2.671,-0.881,0.817,hand_closing,movement_phase
5700,81.0,75.7,78.3,77.6,77.1,57,489,-0.003,-0.026,1.032,3.8,1.878,0.388,hand_closing,movement_phase
5800,89.8,83.1,81.7,81.8,80.6,63,532,-0.031,-0.044,0.979,3.928,-1.699,2.148,hand_closing,movement_phase
5900,91.8,85.7,91.9,87.6,87.5,67,518,0.066,-0.021,0.952,3.973,0.385,-1.054,hand_closing,movement_phase
6000,86.8,88.2,90.7,86.8,90.2,93,510,-0.025,-0.03,0.956,0.072,-0.16,-0.31,grip_hold,successful_grip
6100,85.7,86.8,91.9,87.4,92.9,94,504,-0.007,-0.048,0.976,0.809,-0.732,-0.18,grip_hold,successful_grip
6200,89.6,88.4,92.4,90.0,89.1,97,518,0.103,-0.038,0.994,0.656,0.426,0.1,grip_hold,successful_grip
6300,89.8,89.9,92.5,88.8,93.2,96,521,0.046,-0.013,0.937,0.396,-0.016,-0.004,grip_hold,successful_grip
6400,89.9,89.5,89.5,85.5,91.1,96,529,0.11,0.029,0.989,-0.61,-0.127,-0.178,grip_hold,successful_grip
6500,88.9,87.7,91.4,91.5,90.3,94,536,0.073,-0.071,0.958,-0.026,0.009,0.256,grip_hold,successful_grip
6600,88.1,90.4,88.7,85.7,90.9,99,545,0.115,-0.023,0.906,0.347,1.068,0.15,grip_hold,successful_grip
6700,90.1,85.2,89.9,85.6,89.2,98,510,0.015,-0.033,0.985,-0.464,-0.054,-1.119,grip_hold,successful_grip
6800,87.3,88.6,95.4,89.4,94.0,95,535,0.004,-0.071,1.024,-0.454,-0.322,0.606,grip_hold,successful_grip
6900,90.6,87.2,90.1,90.2,87.9,95,535,0.072,0.002,0.998,0.375,0.364,-0.619,grip_hold,successful_grip
7000,86.1,86.9,87.7,89.3,93.5,92,551,0.044,0.007,0.994,-0.379,0.387,-0.439,grip_hold,successful_grip
7100,85.6,92.5,91.1,87.0,90.9,94,528,0.046,-0.026,0.967,-0.425,-0.015,-0.004,grip_hold,successful_grip
7200,89.7,88.4,93.8,86.3,88.1,93,553,0.066,-0.014,0.97,0.73,-0.174,0.405,grip_hold,successful_grip
7300,89.8,86.6,87.5,86.3,91.7,97,470,0.071,-0.031,0.918,-2.059,0.12,0.668,grip_hold,successful_grip
7400,90.6,91.1,93.1,86.4,89.1,70,418,0.068,0.074,1.007,-1.323,0.424,-0.614,release,movement_phase
7500,82.7,80.8,79.2,83.4,85.5,63,407,0.049,-0.05,0.941,-3.935,0.837,0.959,release,movement_phase
7600,73.1,77.6,78.2,74.6,74.7,57,400,0.087,-0.027,0.915,-4.111,-1.207,0.329,release,movement_phase
7700,70.8,72.3,70.5,70.1,75.1,46,359,0.049,-0.061,0.972,-3.325,0.548,-0.915,release,movement_phase
7800,62.4,61.5,61.9,63.9,65.1,46,339,0.047,-0.026,1.013,-5.918,-0.656,-0.957,release,movement_phase
7900,56.5,60.3,60.3,54.1,56.5,45,322,0.051,-0.019,0.961,-2.34,0.792,-0.996,release,movement_phase
8000,52.0,55.3,53.0,49.5,49.9,41,311,0.058,-0.085,1.053,-3.192,-0.482,-0.581,release,movement_phase
8100,45.3,49.1,43.4,46.5,44.1,37,306,-0.053,0.028,0.977,-4.967,-1.668,0.752,release,movement_phase
8200,36.4,38.7,37.8,39.7,40.9,35,237,0.071,0.021,0.964,-1.462,-0.337,1.89,release,movement_phase
8300,36.0,32.3,32.8,27.6,28.4,27,245,0.006,-0.001,0.961,-2.52,-0.481,-0.253,release,movement_phase
8400,24.1,26.2,28.1,24.2,28.3,22,228,-0.017,-0.025,0.945,-4.177,-1.06,0.496,release,movement_phase
8500,13.4,22.1,18.2,18.0,20.1,21,161,-0.051,-0.005,0.935,-3.714,1.165,-0.539,release,movement_phase
8600,14.6,17.2,15.6,12.2,16.2,13,172,0.008,-0.045,0.961,-4.026,0.256,0.032,release,movement_phase
8700,5.9,10.5,7.0,10.1,11.5,8,162,0.032,-0.064,0.949,-1.052,-0.078,0.182,release,movement_phase
8800,77.0,80.3,82.2,86.7,79.2,2,169,0.046,-0.027,0.937,1.219,-0.363,-0.425,hand_opening,movement_phase
8900,72.3,75.3,77.3,79.3,78.6,6,219,-0.003,0.0,1.026,3.646,-0.622,0.14,hand_opening,movement_phase
9000,68.1,71.3,66.7,68.7,69.9,2,219,-0.004,-0.012,1.044,3.424,-0.23,-0.389,hand_opening,movement_phase
9100,64.2,64.0,59.6,67.8,65.5,4,192,0.093,0.006,0.954,1.339,-2.093,0.762,hand_opening,movement_phase
9200,54.9,59.2,60.9,62.6,59.5,4,183,0.057,-0.03,0.973,2.398,-0.307,0.476,hand_opening,movement_phase
9300,51.7,51.6,53.0,51.0,53.3,4,181,0.085,-0.038,0.979,3.593,-0.174,-0.286,hand_opening,movement_phase
9400,46.4,52.1,46.5,48.7,50.9,6,209,0.007,-0.006,0.954,2.279,0.685,0.033,hand_opening,movement_phase
9500,39.2,41.7,40.7,46.8,40.9,4,195,0.085,-0.013,0.935,3.184,0.415,0.471,hand_opening,movement_phase
9600,32.1,36.8,33.3,35.5,34.1,5,174,-0.048,-0.084,0.955,2.193,0.027,-0.661,hand_opening,movement_phase
9700,31.8,30.9,28.1,32.3,32.9,4,177,0.079,-0.09,0.984,1.669,-1.293,-0.131,hand_opening,movement_phase
9800,22.5,22.9,26.8,28.1,25.6,4,191,0.043,0.039,0.953,2.344,0.124,0.385,hand_opening,movement_phase
9900,13.1,16.4,19.0,23.5,17.2,3,215,0.019,-0.028,0.98,2.689,-1.28,-0.177,hand_opening,movement_phase
10000,11.3,10.3,12.9,17.7,11.1,0,208,-0.049,0.047,1.072,2.34,-0.211,-2.685,hand_opening,movement_phase
10100,7.1,10.5,9.8,8.2,7.9,6,220,0.034,0.031,1.001,1.328,-0.485,0.346,hand_opening,movement_phase
10200,10.6,10.0,5.4,6.4,4.7,8,226,-0.011,-0.088,1.035,0.599,-0.423,-0.493,hand_closing,movement_phase
10300,13.0,11.9,15.9,11.1,15.4,9,227,-0.034,-0.012,1.009,2.255,0.824,0.419,hand_closing,movement_phase
10400,19.2,14.9,17.3,18.4,20.3,16,234,0.096,0.001,0.988,3.519,-0.762,-0.33,hand_closing,movement_phase
10500,20.8,20.8,18.6,20.9,28.1,19,262,0.05,-0.038,0.914,3.653,-1.453,1.706,hand_closing,movement_phase
10600,26.6,27.2,24.1,32.6,32.2,23,298,0.017,-0.056,1.01,2.615,-0.035,-1.558,hand_closing,movement_phase
10700,30.6,29.8,30.9,34.4,39.7,32,301,0.085,-0.037,1.023,4.083,-1.354,0.3,hand_closing,movement_phase
10800,38.5,40.7,42.8,43.3,42.4,30,360,0.02,-0.019,0.991,2.807,0.728,-1.072,hand_closing,movement_phase
10900,47.5,43.5,44.0,43.5,51.7,33,357,0.036,0.034,1.011,3.823,0.504,-0.819,hand_closing,movement_phase
11000,51.8,50.3,48.2,51.0,54.1,39,394,-0.02,-0.063,0.945,2.389,1.864,-0.042,hand_closing,movement_phase
11100,57.4,56.2,54.7,53.7,59.3,42,414,-0.01,0.01,0.938,3.682,-0.134,-0.501,hand_closing,movement_phase
11200,61.0,60.7,62.7,66.6,61.9,47,434,0.083,-0.015,1.027,3.315,0.274,0.701,hand_closing,movement_phase
11300,67.6,60.9,65.2,64.7,71.0,52,407,0.074,-0.075,0.887,5.453,1.979,0.097,hand_closing,movement_phase
11400,73.8,72.8,72.1,78.3,71.8,55,481,-0.024,-0.0,0.992,4.069,0.992,-2.009,hand_closing,movement_phase
11500,75.0,81.2,77.1,73.5,82.8,55,512,0.064,-0.016,0.952,3.227,-1.448,0.798,hand_closing,movement_phase
11600,77.9,89.0,82.7,78.8,84.1,61,521,0.055,-0.022,0.951,3.973,-0.503,0.561,hand_closing,movement_phase
11700,88.8,90.6,89.6,83.0,86.1,67,528,0.026,-0.107,0.921,2.492,-0.853,-0.41,hand_closing,movement_phase
11800,89.8,90.0,89.7,91.6,94.4,95,521,0.194,-0.011,0.912,-0.204,0.288,0.862,grip_hold,successful_grip
11900,90.2,91.7,91.3,91.7,87.9,95,509,0.015,-0.007,0.948,1.919,0.087,-0.472,grip_hold,successful_grip
12000,90.0,90.4,88.5,90.7,93.4,100,546,0.006,-0.017,0.898,0.331,0.052,-0.506,grip_hold,successful_grip
12100,88.3,92.3,87.8,94.3,94.7,95,571,-0.024,0.085,0.935,-0.117,0.421,-0.342,grip_hold,successful_grip
12200,91.7,91.1,89.6,88.3,89.4,95,526,-0.04,-0.085,0.947,-0.863,0.365,0.125,grip_hold,successful_grip
12300,93.0,88.3,88.4,88.9,90.8,96,548,-0.075,-0.014,1.0,-0.147,0.385,-0.911,grip_hold,successful_grip
12400,91.3,90.4,88.6,91.9,91.8,95,543,0.019,0.015,1.037,0.838,0.107,0.315,grip_hold,successful_grip
12500,91.7,89.1,91.4,90.1,88.1,97,508,0.055,-0.025,1.02,0.866,0.929,-1.229,grip_hold,successful_grip
12600,92.1,92.9,88.1,87.7,88.8,99,490,0.068,-0.053,0.941,0.58,0.354,-0.972,grip_hold,successful_grip
12700,90.1,87.9,86.1,92.6,87.4,96,521,-0.052,-0.063,0.98,-0.537,0.948,-0.355,grip_hold,successful_grip
12800,93.9,91.0,92.2,87.8,86.5,98,555,0.121,-0.115,0.95,1.24,-0.256,-0.758,grip_hold,successful_grip
12900,90.1,92.9,88.1,89.9,88.9,95,537,-0.064,-0.012,0.933,-0.244,0.339,-0.948,grip_hold,successful_grip
13000,92.6,88.8,92.2,89.2,92.4,96,563,0.015,-0.076,0.994,0.38,-0.295,-0.137,grip_hold,successful_grip
13100,88.6,89.5,86.2,86.4,92.8,92,521,0.112,0.007,0.954,-0.796,-0.464,-0.341,grip_hold,successful_grip
13200,91.7,92.1,83.6,91.0,92.7,67,421,0.031,-0.002,0.987,-3.966,0.191,-0.512,release,movement_phase
13300,87.9,84.4,81.4,83.1,78.7,63,458,0.106,-0.061,0.993,-4.052,-0.008,1.717,release,movement_phase
13400,76.3,75.1,74.3,76.1,78.5,52,331,0.021,-0.095,1.042,-4.971,1.295,0.821,release,movement_phase
13500,73.9,73.2,72.3,73.5,73.8,54,368,0.083,0.006,0.976,-2.494,0.793,-0.458,release,movement_phase
13600,68.8,65.6,64.1,63.1,63.3,45,360,0.089,-0.043,0.915,-5.221,-0.308,1.829,release,movement_phase
13700,60.5,59.0,55.5,58.6,57.2,45,327,-0.041,0.017,0.996,-3.711,-0.503,-0.489,release,movement_phase
13800,52.6,50.3,50.0,54.2,49.5,41,318,-0.003,0.044,0.945,-3.126,0.095,0.27,release,movement_phase
13900,46.8,46.1,48.6,43.5,47.6,35,279,0.066,-0.019,0.991,-2.887,-0.488,0.584,release,movement_phase
14000,40.8,40.6,38.6,39.1,40.1,32,243,0.032,-0.061,1.003,-3.804,0.375,-0.146,release,movement_phase
14100,33.1,32.3,29.9,34.5,27.8,29,242,0.059,-0.03,0.92,-5.596,-0.959,-0.497,release,movement_phase
14200,28.6,25.8,29.1,27.0,29.3,24,225,0.034,-0.028,1.082,-3.667,0.114,0.957,release,movement_phase
14300,24.0,23.7,17.8,21.7,25.0,21,215,0.007,0.017,0.899,-5.73,0.608,-0.218,release,movement_phase
14400,19.1,15.5,16.5,13.8,16.9,15,175,0.059,0.021,1.003,-3.08,1.195,-1.554,release,movement_phase
14500,7.9,6.5,6.8,9.9,7.5,8,141,-0.019,-0.029,0.987,-2.858,-0.115,-0.271,release,movement_phase
14600,80.5,82.9,80.1,74.7,83.6,4,192,0.116,-0.042,0.976,2.067,-0.177,0.124,hand_opening,movement_phase
14700,71.6,80.3,75.3,76.0,77.5,4,214,0.005,-0.035,0.946,2.702,-0.187,0.315,hand_opening,movement_phase
14800,68.0,62.3,69.2,65.4,68.7,5,230,-0.029,-0.038,0.929,0.917,0.777,0.662,hand_opening,movement_phase
14900,61.1,64.2,67.5,61.4,62.6,4,185,0.002,-0.043,0.98,3.893,0.303,0.143,hand_opening,movement_phase
15000,56.8,58.3,58.9,61.4,58.4,7,187,-0.074,-0.057,0.906,1.996,1.534,-0.506,hand_opening,movement_phase
15100,53.1,56.4,54.2,48.4,55.3,3,180,-0.019,-0.054,0.917,2.019,0.273,0.4,hand_opening,movement_phase
15200,44.3,49.9,47.0,45.7,50.5,3,217,0.044,-0.045,0.941,2.235,0.19,-0.047,hand_opening,movement_phase
15300,42.4,39.3,45.9,43.1,46.4,0,219,-0.021,0.013,1.015,2.289,1.335,-0.392,hand_opening,movement_phase
15400,29.2,40.0,34.8,35.4,30.5,4,184,0.114,-0.035,0.953,3.55,0.941,0.261,hand_opening,movement_phase
15500,27.6,32.7,30.1,29.3,31.7,5,200,0.064,-0.088,1.01,1.294,-1.244,-1.417,hand_opening,movement_phase
15600,21.1,18.9,16.7,20.9,24.5,4,210,0.015,-0.057,0.965,4.14,-0.131,0.133,hand_opening,movement_phase
15700,15.7,19.0,21.6,18.5,21.2,4,163,0.126,-0.032,0.985,3.334,-0.178,-0.12,hand_opening,movement_phase
15800,10.3,12.5,9.1,14.3,11.0,2,232,-0.005,-0.003,0.99,2.094,0.014,0.191,hand_opening,movement_phase
15900,6.7,14.2,4.4,6.9,9.7,3,188,0.047,-0.047,0.953,2.606,0.417,-0.006,hand_opening,movement_phase
16000,11.1,11.0,10.7,7.2,3.4,8,232,0.02,-0.014,0.954,4.758,-1.339,-1.751,hand_closing,movement_phase
16100,11.5,15.3,12.1,10.8,14.4,9,217,0.024,0.011,0.972,4.811,-0.126,-0.342,hand_closing,movement_phase
16200,27.4,15.3,18.3,17.2,13.6,12,265,0.082,-0.035,1.066,5.654,0.401,0.87,hand_closing,movement_phase
16300,29.2,24.7,27.5,19.5,22.0,17,282,0.092,-0.029,0.994,3.836,0.848,0.043,hand_closing,movement_phase
16400,29.5,26.5,30.3,28.9,25.8,22,282,0.081,-0.005,0.97,5.206,-0.277,0.186,hand_closing,movement_phase
16500,31.9,35.4,39.4,31.7,33.9,25,329,0.116,-0.049,0.97,3.653,-1.134,-1.116,hand_closing,movement_phase
16600,39.5,42.3,38.5,41.7,42.8,28,342,0.011,0.015,0.995,5.742,0.73,-1.199,hand_closing,movement_phase
16700,46.2,41.3,48.3,49.6,48.6,35,368,0.047,-0.034,0.895,3.875,1.548,0.783,hand_closing,movement_phase
16800,55.4,53.0,46.7,52.3,43.9,42,366,0.088,0.013,1.048,4.303,0.721,0.932,hand_closing,movement_phase
16900,55.5,56.0,54.4,54.7,57.5,41,402,0.006,-0.012,1.015,4.99,0.714,1.616,hand_closing,movement_phase
17000,59.9,60.0,61.8,63.2,60.2,48,408,0.073,-0.013,1.017,4.368,-0.263,0.359,hand_closing,movement_phase
17100,69.3,71.0,66.3,65.7,64.7,51,482,0.015,-0.025,0.934,4.903,-1.239,0.009,hand_closing,movement_phase
17200,74.8,72.3,73.8,76.6,69.1,55,468,0.004,-0.01,0.945,3.467,-0.166,-0.105,hand_closing,movement_phase
17300,77.8,81.0,81.1,78.3,74.2,55,505,0.042,-0.065,0.961,1.725,2.147,0.647,hand_closing,movement_phase
17400,82.2,85.1,83.5,83.1,89.0,62,546,0.105,-0.013,0.969,3.491,-0.659,-0.782,hand_closing,movement_phase
17500,91.4,86.9,93.3,93.2,91.9,66,514,0.073,-0.063,0.974,5.487,0.162,1.08,hand_closing,movement_phase
17600,96.0,90.7,87.8,89.4,93.3,96,490,0.018,-0.105,0.972,-1.498,0.845,-0.22,grip_hold,successful_grip
17700,93.1,89.1,90.5,87.9,91.3,95,519,-0.009,0.042,0.893,0.942,-0.061,-0.627,grip_hold,successful_grip
17800,91.8,92.8,92.0,90.8,95.3,96,484,0.058,-0.113,0.827,-0.413,-0.707,0.198,grip_hold,successful_grip
17900,96.1,87.6,85.9,91.5,90.7,100,504,-0.092,-0.046,0.949,0.229,-0.096,-0.228,grip_hold,successful_grip
18000,93.1,90.3,92.1,88.8,97.0,93,537,0.029,-0.071,0.973,-0.466,0.099,-1.671,grip_hold,successful_grip
18100,94.2,94.6,86.8,89.9,91.9,97,525,-0.009,-0.029,0.975,-1.049,-1.593,0.171,grip_hold,successful_grip
18200,95.5,91.7,89.3,90.6,93.7,92,539,0.029,0.007,0.99,0.657,-0.412,0.429,grip_hold,successful_grip
18300,95.9,92.1,90.5,92.1,91.8,97,501,0.14,-0.059,0.979,0.172,0.655,0.548,grip_hold,successful_grip
18400,93.6,90.4,86.9,89.5,88.9,98,526,0.072,-0.029,0.992,-0.677,0.18,0.772,grip_hold,successful_grip
18500,95.1,94.7,94.8,88.3,91.0,91,553,-0.007,-0.081,0.946,-0.91,-0.295,-0.572,grip_hold,successful_grip
18600,94.0,88.6,86.3,91.5,88.1,94,529,-0.035,0.043,0.954,-0.279,-0.617,-0.78,grip_hold,successful_grip
18700,94.0,92.6,87.7,90.9,91.6,98,505,0.039,0.016,1.014,-0.136,-0.178,-0.59,grip_hold,successful_grip
18800,97.9,91.7,91.0,88.4,89.8,97,466,-0.011,-0.001,0.994,-0.197,0.395,-0.694,grip_hold,successful_grip
18900,94.8,89.4,91.3,87.9,92.2,94,543,0.077,0.02,1.035,-0.43,-0.761,0.886,grip_hold,successful_grip
19000,90.3,89.7,92.0,83.9,89.4,68,426,0.065,-0.041,1.006,-4.659,0.522,0.573,release,movement_phase
19100,87.3,78.6,87.7,85.2,91.3,62,375,0.028,-0.005,0.999,-0.354,-0.391,-0.043,release,movement_phase
19200,82.8,72.9,79.1,80.0,76.8,60,370,-0.06,0.048,0.995,-5.669,-0.16,0.965,release,movement_phase
19300,71.4,74.6,69.4,71.0,73.8,52,350,0.006,-0.066,0.976,-3.226,0.018,-0.252,release,movement_phase
19400,65.3,64.6,68.8,64.8,59.7,48,294,0.025,-0.063,0.996,-3.686,-0.864,-1.279,release,movement_phase
19500,64.3,53.2,61.1,58.4,60.2,45,324,-0.004,-0.018,1.0,-5.73,0.854,-0.757,release,movement_phase
19600,54.5,50.1,49.4,57.0,47.7,40,347,-0.042,-0.055,0.953,-2.965,-2.158,1.063,release,movement_phase
19700,45.9,43.0,51.0,48.3,47.2,35,285,0.019,-0.015,0.967,-4.506,0.72,0.603,release,movement_phase
19800,43.0,31.8,42.6,37.5,42.5,31,281,0.082,-0.028,0.962,-4.115,-0.507,1.97,release,movement_phase
19900,38.1,34.2,38.1,32.5,34.4,27,195,-0.017,-0.027,0.998,-2.586,0.349,0.44,release,movement_phase
20000,31.5,26.1,27.8,22.8,30.4,25,208,-0.006,-0.058,0.986,-4.478,0.503,0.833,release,movement_phase
20100,20.2,17.9,25.0,21.6,25.0,20,174,-0.021,-0.001,0.968,-2.538,0.486,1.654,release,movement_phase
20200,14.6,10.7,13.3,11.4,14.2,12,134,-0.044,0.031,0.903,-5.811,-0.033,-0.592,release,movement_phase
