time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
0,0.3,6.2,4.2,8.5,5.8,0,66,0.034,0.002,0.999,-0.212,-0.304,0.356,rest,no_exercise
100,3.9,5.9,2.8,3.6,8.2,4,87,0.057,-0.068,0.971,-0.448,0.092,0.26,rest,no_exercise
200,0.0,3.0,6.5,4.8,8.6,3,68,0.062,-0.04,0.983,0.103,0.611,-0.456,rest,no_exercise
300,2.7,3.2,5.5,2.2,5.1,3,101,0.086,0.019,0.939,-0.664,0.256,-0.348,rest,no_exercise
400,2.0,4.8,6.3,4.2,5.1,2,76,0.073,-0.042,0.958,-1.002,-0.195,0.099,rest,no_exercise
500,3.7,3.7,7.1,3.0,5.8,0,110,0.064,-0.138,1.004,0.676,-0.178,-0.266,rest,no_exercise
600,1.9,3.7,9.2,6.3,7.0,0,84,0.025,0.039,1.029,-0.088,0.04,0.377,rest,no_exercise
700,4.1,2.7,8.0,6.3,5.2,3,84,0.157,0.006,0.982,0.365,-0.216,-0.038,rest,no_exercise
800,3.3,4.3,4.5,3.9,4.4,4,69,0.027,-0.111,0.991,0.43,0.534,0.317,rest,no_exercise
900,2.1,7.8,5.1,5.9,5.7,1,66,0.097,-0.011,0.963,-0.897,0.376,-0.215,rest,no_exercise
1000,5.2,5.8,7.9,5.3,6.2,0,56,0.038,-0.035,1.018,-0.899,0.011,-0.217,rest,no_exercise
1100,2.6,4.8,7.0,6.3,4.0,0,90,0.038,-0.053,0.983,-0.213,0.212,0.077,rest,no_exercise
1200,1.9,3.6,3.5,5.7,5.2,5,85,0.049,-0.004,0.902,0.444,-0.461,-0.021,rest,no_exercise
1300,1.7,6.9,8.1,7.4,4.9,3,97,0.086,-0.017,0.995,0.728,0.278,-0.066,rest,no_exercise
1400,3.9,6.5,6.1,6.1,5.5,2,86,0.054,-0.064,0.911,0.131,0.065,0.355,rest,no_exercise
1500,3.9,8.4,6.2,5.2,8.4,3,28,0.023,-0.013,0.929,-0.887,-0.074,0.443,rest,no_exercise
1600,2.6,3.2,6.4,5.1,3.8,2,68,0.031,-0.067,0.967,-1.229,0.068,-0.049,rest,no_exercise
1700,3.6,7.0,7.4,8.6,8.9,4,50,0.042,-0.032,0.943,0.857,-0.111,0.021,rest,no_exercise
1800,3.9,4.4,4.8,6.1,6.9,0,105,0.065,0.04,0.954,-0.255,0.464,-0.686,rest,no_exercise
1900,2.9,3.4,5.8,6.1,4.6,3,95,0.049,-0.035,0.96,-0.657,0.055,-0.053,rest,no_exercise
