time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
0,5.5,3.1,6.0,1.3,3.4,8,76,0.008,-0.014,1.013,0.191,0.007,-0.252,rest,no_exercise
100,3.4,1.0,2.4,6.3,3.9,4,93,-0.026,0.015,0.967,-0.482,0.515,0.025,rest,no_exercise
200,0.6,4.6,6.2,2.0,4.2,1,40,0.139,0.015,0.996,0.141,0.344,-0.559,rest,no_exercise
300,2.3,5.5,4.4,2.9,3.1,5,77,0.028,-0.042,1.011,-0.515,-0.003,0.136,rest,no_exercise
400,2.4,5.4,4.0,1.7,6.7,0,74,0.016,-0.016,0.944,0.31,0.304,-0.078,rest,no_exercise
500,4.4,5.3,7.5,6.1,6.9,1,69,0.08,-0.02,1.046,-0.105,0.455,-0.218,rest,no_exercise
600,3.6,3.8,3.6,8.8,2.0,4,67,0.078,-0.001,1.008,0.289,-0.223,0.151,rest,no_exercise
700,2.3,3.3,3.7,1.1,1.0,0,89,0.02,0.065,0.938,-0.752,0.199,0.298,rest,no_exercise
800,2.4,3.2,3.4,5.8,4.7,4,106,0.053,0.004,0.949,-0.384,0.308,-0.301,rest,no_exercise
900,4.7,7.7,2.5,2.2,3.4,4,55,0.064,-0.027,1.015,0.401,-0.307,-0.075,rest,no_exercise
1000,5.2,7.0,5.0,5.7,5.6,0,62,-0.028,0.059,0.975,0.106,0.248,0.043,rest,no_exercise
1100,4.3,4.6,7.0,0.3,4.5,2,85,-0.015,-0.108,0.923,0.089,0.003,0.504,rest,no_exercise
1200,2.0,6.0,4.8,2.1,4.2,3,106,0.037,-0.031,0.922,0.254,0.382,-0.224,rest,no_exercise
1300,4.4,4.2,7.9,1.6,4.9,1,62,-0.015,-0.044,0.9,0.077,-0.03,0.095,rest,no_exercise
1400,4.3,4.4,1.6,0.0,3.2,0,113,0.038,0.004,0.93,0.156,0.192,-0.344,rest,no_exercise
1500,1.7,4.5,4.5,0.0,5.8,6,89,0.001,-0.016,0.962,-0.268,0.176,0.292,rest,no_exercise
1600,3.1,2.4,6.1,0.0,5.8,1,102,0.085,0.055,0.994,0.267,-0.115,-0.515,rest,no_exercise
1700,4.1,4.5,3.2,2.3,5.7,0,118,-0.0,0.028,0.977,0.866,0.289,-0.28,rest,no_exercise
1800,5.2,4.2,3.3,0.6,1.9,0,83,0.058,0.012,0.976,-0.894,-0.368,-0.248,rest,no_exercise
1900,3.7,3.4,2.6,3.4,4.5,1,77,-0.044,-0.078,1.038,0.419,-0.076,-0.276,rest,no_exercise
2000,3.0,5.4,4.9,2.2,4.2,5,100,0.028,-0.008,0.962,-0.282,-0.221,-0.363,rest,no_exercise
2100,1.8,6.0,3.6,4.9,4.5,2,63,0.082,-0.01,0.992,-0.37,0.66,-0.2,rest,no_exercise
2200,2.5,3.6,5.2,1.5,3.4,3,67,0.0,-0.107,0.993,0.857,0.427,0.056,rest,no_exercise
