time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
0,8.8,4.1,6.0,9.1,3.6,5,77,0.028,-0.024,1.001,0.658,-0.397,0.607,rest,no_exercise
100,5.3,6.0,4.0,5.7,0.7,1,101,-0.062,0.058,0.953,0.414,0.167,-0.454,rest,no_exercise
200,8.6,6.9,5.4,4.2,2.0,3,48,0.059,-0.031,0.967,0.145,-0.121,0.108,rest,no_exercise
300,8.5,7.4,4.2,7.1,2.9,2,102,-0.004,0.006,0.995,-0.229,-0.196,0.144,rest,no_exercise
400,6.9,6.9,6.5,7.5,2.9,1,53,-0.052,0.023,0.999,0.332,-0.416,-0.418,rest,no_exercise
500,6.8,6.7,7.2,5.7,3.2,2,67,0.002,0.019,0.899,-1.04,-0.137,-0.489,rest,no_exercise
600,7.7,5.1,6.0,6.0,5.9,2,100,0.083,0.001,1.017,-0.038,0.218,-0.429,rest,no_exercise
700,10.2,7.9,2.1,4.3,4.0,1,43,-0.028,0.065,0.897,-0.156,-0.022,0.346,rest,no_exercise
800,9.1,6.9,7.7,2.1,4.6,4,64,-0.021,0.001,0.948,0.365,-0.001,0.776,rest,no_exercise
900,8.3,4.8,3.0,9.5,3.4,4,79,0.107,-0.051,1.034,-1.112,0.23,0.181,rest,no_exercise
1000,6.5,4.0,6.4,5.7,2.4,0,85,-0.004,0.037,1.012,0.373,0.42,-0.089,rest,no_exercise
1100,10.0,6.9,4.2,8.0,0.0,3,60,0.045,-0.04,0.904,0.367,0.268,-0.131,rest,no_exercise
1200,7.8,1.8,7.0,7.4,2.7,0,84,0.027,0.036,0.964,0.095,0.372,0.448,rest,no_exercise
1300,8.2,5.4,5.4,4.0,0.0,3,71,0.11,-0.023,1.033,0.49,0.352,-0.08,rest,no_exercise
1400,7.4,5.3,1.9,5.9,0.6,0,106,-0.039,-0.038,0.96,-0.509,-0.469,0.195,rest,no_exercise
1500,7.8,5.8,4.7,8.5,5.5,2,87,0.03,-0.089,0.978,-0.735,-0.167,0.191,rest,no_exercise
1600,6.3,5.5,8.8,7.6,3.5,2,69,0.03,-0.007,0.979,-0.445,-0.12,-0.377,rest,no_exercise
1700,8.5,5.1,7.4,7.9,1.1,1,42,0.021,-0.074,0.978,-0.829,-0.494,-0.032,rest,no_exercise
1800,6.9,4.9,5.0,9.3,0.5,3,83,-0.041,-0.011,0.936,-0.521,0.876,0.255,rest,no_exercise
1900,6.9,5.4,4.7,9.0,3.3,1,65,0.001,0.032,0.968,0.216,0.257,0.211,rest,no_exercise
2000,10.0,5.0,6.9,6.0,5.5,0,94,0.006,-0.055,1.036,-0.468,-0.737,0.214,rest,no_exercise
2100,7.0,8.7,6.5,6.3,3.1,2,83,0.078,-0.014,1.008,0.091,0.565,-0.243,rest,no_exercise
2200,7.8,6.6,6.8,4.3,5.6,3,95,0.046,-0.018,0.977,-0.348,0.02,0.754,rest,no_exercise
2300,4.1,3.2,5.6,9.1,5.0,3,90,0.111,-0.023,0.939,0.44,-0.308,-0.002,rest,no_exercise
2400,7.6,4.3,3.9,5.7,4.6,2,58,0.051,-0.003,0.999,0.602,-0.465,0.23,rest,no_exercise
2500,7.7,8.2,5.9,4.6,3.3,0,106,0.047,-0.005,0.978,0.108,-0.241,0.371,rest,no_exercise
2600,7.8,5.0,5.2,5.7,2.3,1,83,0.072,-0.031,0.96,-0.441,-0.537,-0.722,rest,no_exercise
2700,5.9,5.0,4.0,8.4,4.1,1,51,0.058,-0.039,0.997,0.197,0.317,-0.304,rest,no_exercise
2800,1.8,1.3,5.4,9.0,0.5,1,55,0.021,-0.025,0.993,-0.861,0.324,0.118,rest,no_exercise
2900,4.6,7.8,3.8,6.4,0.0,1,90,0.039,-0.007,0.995,-0.276,0.114,0.379,rest,no_exercise
3000,52.9,59.0,54.7,56.1,56.2,6,173,0.107,-0.053,1.027,2.126,0.331,0.115,hand_opening,movement_phase
3100,52.7,54.0,51.0,54.1,50.3,3,167,0.111,-0.007,1.013,4.309,1.316,-0.579,hand_opening,movement_phase
3200,45.6,50.6,48.2,58.2,53.3,2,213,0.054,0.011,0.998,3.317,-0.114,0.244,hand_opening,movement_phase
3300,42.5,45.0,48.6,49.4,45.6,0,231,0.052,-0.038,1.004,1.754,0.91,-0.191,hand_opening,movement_phase
3400,42.5,44.0,42.1,41.7,40.5,6,195,-0.044,-0.024,1.049,2.45,1.017,0.092,hand_opening,movement_phase
3500,42.3,41.1,34.1,39.2,35.1,6,196,0.007,0.005,0.951,2.006,-0.212,-0.387,hand_opening,movement_phase
3600,29.5,34.6,38.2,31.7,33.8,6,200,0.09,-0.028,0.93,1.708,0.123,-0.811,hand_opening,movement_phase
3700,29.1,29.7,33.4,35.5,24.5,3,184,0.082,0.028,0.976,1.491,0.266,-1.716,hand_opening,movement_phase
3800,23.7,29.1,22.4,31.5,24.5,4,172,0.054,-0.007,0.905,2.806,0.428,-0.377,hand_opening,movement_phase
3900,22.6,20.8,23.7,31.1,19.0,6,196,0.022,0.002,0.997,1.871,0.419,-0.795,hand_opening,movement_phase
4000,16.3,21.1,16.3,22.2,18.9,4,214,0.003,0.007,0.918,3.953,-0.859,1.0,hand_opening,movement_phase
4100,12.1,19.9,13.4,18.9,14.4,0,213,-0.014,0.022,0.95,1.069,-0.383,-1.048,hand_opening,movement_phase
4200,7.9,11.3,12.7,12.2,14.4,4,177,0.018,-0.098,0.991,1.348,0.116,0.011,hand_opening,movement_phase
4300,7.6,10.1,3.8,9.2,9.5,2,184,-0.025,-0.005,1.01,4.253,-0.333,0.171,hand_opening,movement_phase
4400,6.7,5.5,4.5,9.6,5.5,5,206,-0.005,0.048,0.957,1.872,-1.012,1.85,hand_closing,movement_phase
4500,12.6,11.1,16.9,13.7,14.7,9,234,0.05,-0.001,0.892,5.493,-0.778,0.746,hand_closing,movement_phase
4600,16.8,16.5,18.6,11.7,16.3,7,232,-0.004,-0.025,0.987,4.504,0.571,-0.583,hand_closing,movement_phase
4700,18.6,15.4,16.2,17.8,15.8,15,273,0.047,-0.007,0.987,3.037,0.611,0.527,hand_closing,movement_phase
4800,22.9,21.7,21.7,23.9,20.8,15,293,0.028,-0.029,0.946,2.237,-1.914,-0.597,hand_closing,movement_phase
4900,21.2,24.2,28.2,21.6,27.7,16,274,0.074,-0.042,0.922,1.488,0.884,-0.238,hand_closing,movement_phase
5000,28.3,27.2,24.9,24.2,31.4,19,307,0.045,0.024,0.896,4.207,-0.724,-0.748,hand_closing,movement_phase
5100,31.0,32.6,34.6,34.1,31.0,23,307,0.008,-0.026,0.972,4.37,1.739,-1.228,hand_closing,movement_phase
5200,34.6,35.3,40.4,36.8,37.3,24,361,0.046,-0.016,0.959,3.328,-0.025,0.194,hand_closing,movement_phase
5300,36.8,36.2,42.1,40.5,42.1,24,332,0.081,0.025,0.965,2.985,0.263,0.568,hand_closing,movement_phase
5400,41.4,46.8,46.1,43.7,39.9,26,377,0.076,-0.035,0.968,3.729,-0.499,0.597,hand_closing,movement_phase
5500,45.0,48.1,48.7,47.2,48.5,29,400,0.045,0.008,0.984,1.685,-0.558,0.642,hand_closing,movement_phase
5600,49.9,53.7,50.3,51.9,47.8,34,409,0.084,-0.104,0.95,3.75,1.362,0.09,hand_closing,movement_phase
5700,57.2,56.9,58.7,49.2,50.0,29,438,0.0,-0.019,0.952,2.874,0.245,-0.485,hand_closing,movement_phase
