time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
0,6.1,5.2,6.5,0.0,6.1,0,87,0.002,-0.041,0.945,-0.19,-0.309,0.15,rest,no_exercise
100,5.6,5.8,5.6,2.7,3.6,1,90,0.013,-0.02,0.911,-0.445,0.538,0.146,rest,no_exercise
200,8.1,1.1,7.7,4.0,9.2,5,55,-0.057,-0.061,0.974,0.122,0.416,-0.336,rest,no_exercise
300,8.6,3.8,7.7,3.2,5.9,4,93,-0.0,-0.011,0.977,0.303,-0.616,-0.074,rest,no_exercise
400,6.5,4.9,7.5,3.5,11.3,0,77,0.041,-0.021,1.064,0.173,-0.168,0.171,rest,no_exercise
500,5.7,6.4,7.2,5.0,4.1,5,74,-0.05,0.017,1.086,0.29,1.003,0.092,rest,no_exercise
600,5.0,6.8,7.9,2.1,8.4,2,75,-0.112,-0.006,1.009,-0.884,0.344,-0.311,rest,no_exercise
700,4.1,6.0,5.1,0.6,5.5,5,41,0.072,-0.031,0.949,0.152,0.279,0.265,rest,no_exercise
800,4.7,3.1,8.6,1.1,7.5,0,111,0.138,-0.035,0.879,-0.386,-0.202,0.609,rest,no_exercise
900,4.3,7.1,9.8,1.3,4.7,0,84,0.014,0.039,0.984,-0.072,0.192,-0.468,rest,no_exercise
1000,6.8,5.9,8.7,3.5,7.3,1,87,0.136,-0.006,0.944,-0.373,0.432,0.485,rest,no_exercise
1100,6.2,1.1,9.8,4.8,5.4,0,65,0.012,0.022,0.907,0.145,0.113,-0.262,rest,no_exercise
1200,4.6,5.4,7.5,1.7,9.2,3,85,0.017,-0.057,1.005,0.641,0.726,0.07,rest,no_exercise
1300,6.5,3.9,8.5,2.0,6.3,3,81,0.025,-0.011,0.978,-0.153,0.134,0.709,rest,no_exercise
1400,3.6,6.5,8.0,4.0,7.7,1,108,0.136,-0.005,0.942,-0.599,0.216,0.09,rest,no_exercise
1500,6.5,4.6,7.5,1.3,4.7,0,100,0.056,-0.086,1.013,0.193,0.16,0.104,rest,no_exercise
1600,5.7,7.0,6.4,0.1,4.2,4,107,0.027,-0.064,0.924,-0.306,0.278,0.147,rest,no_exercise
1700,8.9,4.1,7.8,3.3,6.4,7,89,-0.008,-0.008,0.994,-0.218,0.362,0.069,rest,no_exercise
1800,4.4,1.7,7.6,1.8,5.9,3,66,-0.013,-0.001,0.902,0.077,0.313,0.28,rest,no_exercise
1900,7.3,0.1,6.5,1.5,6.9,0,68,0.062,-0.062,0.974,0.088,0.367,-0.373,rest,no_exercise
2000,5.4,6.2,6.0,1.3,6.3,5,69,0.065,-0.014,0.991,0.068,-0.336,-0.122,rest,no_exercise
2100,7.2,5.7,7.0,4.0,8.6,0,81,0.075,-0.049,0.945,0.802,0.005,0.68,rest,no_exercise
2200,7.0,6.1,9.9,7.0,6.8,0,67,0.007,-0.016,0.953,0.155,-0.302,0.205,rest,no_exercise
2300,7.5,5.2,6.3,2.2,8.7,3,69,0.01,-0.087,1.059,-0.341,0.099,0.042,rest,no_exercise
2400,5.2,4.4,5.8,4.1,6.3,2,89,0.114,0.016,0.991,0.121,-0.219,0.028,rest,no_exercise
2500,6.5,4.4,3.5,1.9,6.6,0,19,0.119,-0.028,0.917,-0.134,0.93,-0.118,rest,no_exercise
2600,4.1,3.8,9.9,2.0,7.4,0,76,-0.021,-0.015,1.004,0.928,0.006,0.332,rest,no_exercise
2700,4.0,3.2,6.8,0.0,9.5,3,45,0.06,-0.005,0.975,-1.144,-0.441,-0.011,rest,no_exercise
2800,5.0,3.7,9.3,5.3,10.8,2,85,0.046,-0.01,0.957,-0.506,-0.105,-0.7,rest,no_exercise
2900,4.6,4.1,9.3,4.0,9.2,0,63,0.061,-0.03,0.988,0.369,0.095,0.44,rest,no_exercise
3000,48.7,47.5,48.5,50.2,48.7,4,185,0.006,-0.044,1.039,1.639,-0.058,0.261,hand_opening,movement_phase
3100,47.0,47.8,43.9,41.0,38.3,3,206,0.071,-0.046,0.953,3.292,0.108,0.481,hand_opening,movement_phase
3200,42.8,48.3,43.2,44.4,42.1,6,177,0.058,0.01,0.869,3.091,-1.424,0.615,hand_opening,movement_phase
3300,39.7,46.8,41.0,38.0,36.4,1,237,0.065,-0.006,1.06,3.843,0.833,0.405,hand_opening,movement_phase
3400,37.4,38.7,40.7,31.2,35.5,7,190,0.023,-0.028,0.994,2.37,-0.913,-0.149,hand_opening,movement_phase
3500,31.7,34.3,31.8,30.8,30.3,4,199,0.019,0.044,0.994,2.025,-0.137,-0.35,hand_opening,movement_phase
3600,32.2,31.7,30.3,30.1,30.0,2,167,0.02,-0.021,1.005,2.925,1.562,1.186,hand_opening,movement_phase
3700,27.6,27.6,29.4,26.0,23.3,4,215,0.065,-0.057,1.013,4.834,1.243,0.53,hand_opening,movement_phase
3800,28.2,28.5,26.0,21.5,20.7,3,212,-0.005,-0.008,0.976,3.008,0.719,0.703,hand_opening,movement_phase
3900,14.3,20.8,18.9,20.2,17.8,4,215,0.083,-0.008,0.968,1.489,-0.243,0.412,hand_opening,movement_phase
4000,21.7,22.5,18.9,22.7,21.4,3,211,-0.015,-0.055,1.044,3.411,-0.14,0.983,hand_opening,movement_phase
4100,17.3,15.9,11.1,14.7,11.3,7,182,0.101,0.009,1.004,2.02,0.236,-0.449,hand_opening,movement_phase
4200,8.2,14.6,13.1,10.1,8.0,5,193,0.06,-0.014,0.96,2.569,-1.455,-0.259,hand_opening,movement_phase
4300,7.6,7.4,9.6,1.6,2.1,5,202,-0.069,0.056,1.004,2.917,0.329,-0.218,hand_opening,movement_phase
4400,7.3,5.4,8.4,5.1,7.5,8,265,0.076,-0.032,0.961,4.084,0.368,-0.309,hand_closing,movement_phase
4500,9.2,9.2,10.3,8.6,11.7,7,248,0.037,-0.018,0.927,2.152,-1.334,-0.415,hand_closing,movement_phase
4600,11.1,14.9,12.1,14.4,10.5,7,208,0.053,0.071,0.958,2.867,0.979,0.479,hand_closing,movement_phase
4700,20.6,15.9,16.4,14.4,17.1,6,273,-0.036,-0.05,0.977,3.586,0.356,-0.242,hand_closing,movement_phase
4800,21.8,22.3,21.5,21.9,15.6,14,294,-0.032,-0.019,1.027,3.087,-0.372,0.841,hand_closing,movement_phase
4900,23.2,25.8,23.9,21.0,23.4,11,249,-0.051,-0.009,0.981,3.48,1.906,0.652,hand_closing,movement_phase
5000,30.5,21.9,30.2,17.0,23.6,18,229,-0.036,-0.006,0.922,2.547,-0.549,-0.63,hand_closing,movement_phase
5100,33.3,29.1,35.2,26.7,24.9,17,293,0.016,-0.02,0.934,4.648,-0.235,-0.53,hand_closing,movement_phase
5200,34.9,32.5,33.4,36.6,28.3,18,337,0.021,-0.081,0.908,3.001,-0.585,-0.384,hand_closing,movement_phase
5300,38.2,31.7,34.7,34.3,37.6,21,339,0.069,-0.081,0.956,2.056,0.468,-0.206,hand_closing,movement_phase
5400,41.3,36.4,39.3,36.0,40.9,21,324,-0.033,0.057,0.956,5.747,-0.423,-0.653,hand_closing,movement_phase
5500,44.0,43.9,37.8,39.4,42.6,25,337,0.04,-0.092,0.932,5.017,-1.346,0.508,hand_closing,movement_phase
5600,46.3,50.8,39.8,43.7,46.1,25,374,0.143,-0.07,0.967,2.38,-0.734,0.415,hand_closing,movement_phase
5700,46.3,52.4,47.7,46.0,42.1,24,345,0.08,-0.018,0.975,3.316,0.948,-0.681,hand_closing,movement_phase
5800,55.6,50.5,53.5,52.1,50.7,29,389,0.039,-0.051,0.908,4.076,-0.598,0.427,hand_closing,movement_phase
5900,53.7,51.6,54.1,53.1,51.0,26,391,-0.012,-0.045,0.967,3.067,-0.889,0.537,hand_closing,movement_phase
6000,53.3,50.1,54.3,52.6,52.2,42,415,0.082,0.031,0.962,0.303,0.981,1.647,grip_hold,movement_phase
6100,61.3,51.8,55.1,51.8,54.1,44,445,0.026,-0.046,0.932,-0.76,1.044,0.19,grip_hold,movement_phase
6200,53.5,50.2,51.4,54.6,54.1,41,424,-0.029,-0.003,1.015,0.074,-0.844,-0.907,grip_hold,movement_phase
6300,52.3,53.5,55.0,56.5,51.7,36,418,0.056,-0.042,0.944,0.986,0.325,-0.124,grip_hold,movement_phase
6400,54.3,50.3,52.6,52.4,54.9,45,388,0.04,-0.06,1.001,1.028,1.077,-0.062,grip_hold,movement_phase
6500,56.4,54.1,53.9,53.9,50.3,42,391,0.026,0.021,0.976,0.963,-0.118,-0.058,grip_hold,movement_phase
6600,55.0,50.9,53.6,53.2,50.6,41,417,0.007,-0.041,0.991,-0.279,0.03,-0.347,grip_hold,movement_phase
6700,54.8,52.8,55.3,59.0,53.8,35,401,0.024,0.045,1.012,0.467,0.515,-0.049,grip_hold,movement_phase
6800,54.8,47.3,52.0,53.7,53.2,38,381,0.082,0.075,0.899,-0.756,0.144,-1.407,grip_hold,movement_phase
6900,53.6,53.2,55.5,56.3,50.8,45,400,0.104,0.011,0.95,0.776,-0.143,-0.179,grip_hold,movement_phase
7000,53.1,52.2,53.4,53.4,54.5,34,430,0.095,-0.064,0.986,1.098,0.411,0.272,grip_hold,movement_phase
7100,52.8,51.7,56.6,55.4,54.6,41,394,0.071,-0.114,1.034,-0.987,-0.483,-0.67,grip_hold,movement_phase
7200,51.9,53.1,55.4,57.2,52.8,42,446,0.018,-0.109,0.956,-0.438,0.076,0.85,grip_hold,movement_phase
