time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
0,4.0,4.2,8.2,6.3,2.4,3,84,-0.063,-0.061,0.902,0.858,-0.13,0.118,rest,no_exercise
100,2.9,6.4,4.8,7.0,4.3,1,60,-0.072,-0.063,0.957,-0.447,0.506,0.176,rest,no_exercise
200,5.6,4.7,2.1,5.9,3.8,2,66,-0.017,-0.074,1.038,0.608,-0.109,0.626,rest,no_exercise
300,4.2,5.7,3.4,6.4,5.3,2,79,0.028,-0.01,0.902,-0.153,-0.268,0.034,rest,no_exercise
400,3.8,3.1,6.6,9.8,7.2,4,89,0.032,-0.023,0.885,1.117,-0.906,-0.375,rest,no_exercise
500,2.2,5.7,2.9,7.6,3.9,3,69,0.006,0.009,0.956,-0.054,-0.484,0.139,rest,no_exercise
600,2.5,8.6,3.9,6.0,5.8,1,74,-0.038,-0.032,0.99,0.366,0.238,0.578,rest,no_exercise
700,0.6,7.4,5.8,4.4,7.2,0,88,0.051,0.052,0.978,-0.386,0.672,-0.038,rest,no_exercise
800,3.8,6.8,5.5,4.9,1.8,2,69,-0.088,-0.028,1.02,-0.737,0.006,-0.436,rest,no_exercise
900,3.6,5.2,2.1,4.7,6.6,3,88,0.06,0.007,1.025,0.413,-0.501,-0.081,rest,no_exercise
1000,4.9,5.5,3.0,9.7,6.0,5,70,0.026,0.029,0.959,0.664,-0.085,-0.024,rest,no_exercise
1100,2.6,6.8,4.8,6.9,1.4,0,69,-0.01,-0.073,0.975,-0.559,-0.398,-0.362,rest,no_exercise
1200,3.7,6.6,3.3,5.3,4.7,1,84,0.063,0.007,0.938,-0.458,0.601,-0.391,rest,no_exercise
1300,3.3,5.4,3.5,9.2,2.8,2,92,0.09,-0.027,1.003,0.34,-0.321,-0.361,rest,no_exercise
1400,0.0,7.8,6.2,5.2,4.8,0,58,-0.009,-0.059,0.998,-0.197,0.167,-0.477,rest,no_exercise
1500,3.1,8.2,5.5,8.2,6.5,4,83,0.061,-0.018,0.99,0.014,-0.097,-0.075,rest,no_exercise
1600,2.9,4.1,5.5,8.4,5.2,2,84,0.037,-0.038,0.947,0.593,-0.498,-0.19,rest,no_exercise
1700,1.6,6.6,3.0,5.6,3.9,3,78,0.047,-0.005,0.979,-0.589,0.345,0.255,rest,no_exercise
1800,5.1,9.3,0.8,6.0,4.6,0,75,-0.04,-0.005,0.993,0.658,-0.157,0.135,rest,no_exercise
1900,2.8,5.9,1.8,5.6,7.0,1,72,0.018,-0.059,0.981,-0.817,0.036,0.606,rest,no_exercise
2000,4.9,1.5,7.0,4.0,7.2,6,104,-0.039,-0.054,0.945,-0.374,0.075,-0.041,rest,no_exercise
2100,2.6,7.1,2.6,5.6,0.9,3,49,0.053,-0.044,1.012,0.219,0.274,-0.302,rest,no_exercise
