time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
0,2.8,4.8,2.8,3.8,5.9,0,81,0.029,0.021,1.03,-0.15,0.17,-0.024,rest,no_exercise
100,8.0,3.8,4.8,5.5,6.9,4,84,0.006,0.001,0.945,0.081,0.428,0.148,rest,no_exercise
200,5.7,3.9,7.2,4.3,5.8,1,114,0.025,-0.088,0.966,0.051,-0.02,0.209,rest,no_exercise
300,5.1,7.2,4.7,4.1,5.7,2,93,-0.007,-0.017,0.957,0.667,-0.119,-0.895,rest,no_exercise
400,2.1,2.6,6.6,4.4,5.7,0,59,-0.085,-0.065,0.973,-0.353,0.065,-0.196,rest,no_exercise
500,5.6,4.5,5.1,3.4,7.7,3,76,0.026,0.001,0.961,0.084,0.096,-0.454,rest,no_exercise
600,1.8,1.7,5.0,0.0,5.9,3,85,0.05,-0.017,0.964,0.501,-0.654,-0.114,rest,no_exercise
700,5.7,4.3,3.0,4.8,2.8,1,126,0.024,-0.02,0.924,-0.256,0.068,0.547,rest,no_exercise
800,6.3,8.1,5.0,5.4,5.4,1,100,0.069,-0.009,0.896,0.678,0.003,0.419,rest,no_exercise
900,1.6,3.3,4.1,6.7,5.6,0,63,0.026,0.003,0.947,0.13,-0.076,-0.137,rest,no_exercise
1000,5.3,1.0,4.7,4.4,5.9,5,93,0.002,-0.01,0.949,-0.205,0.469,0.239,rest,no_exercise
1100,8.2,6.4,3.5,3.8,5.1,0,78,-0.043,-0.016,0.996,-0.19,0.141,0.671,rest,no_exercise
1200,2.4,4.5,8.8,2.3,3.3,0,110,0.145,-0.092,0.974,-0.095,0.197,0.335,rest,no_exercise
1300,5.2,0.9,7.0,5.8,6.4,1,97,0.075,-0.065,0.92,0.257,0.007,0.007,rest,no_exercise
1400,5.1,5.8,4.9,4.4,7.2,0,81,-0.036,-0.082,0.96,-0.052,-0.451,-0.845,rest,no_exercise
1500,6.5,2.9,9.0,2.5,2.4,2,46,-0.002,-0.016,0.922,0.128,-0.938,-0.395,rest,no_exercise
1600,5.6,2.3,3.9,5.4,6.4,3,74,0.066,-0.028,0.958,-0.024,0.491,-0.424,rest,no_exercise
1700,7.2,4.8,5.7,3.3,4.4,2,60,-0.028,0.006,1.013,-0.16,0.424,-0.156,rest,no_exercise
1800,5.7,4.8,7.5,3.2,2.7,0,88,-0.049,-0.079,0.921,-0.215,-0.37,0.203,rest,no_exercise
1900,6.4,4.7,6.3,2.9,5.4,2,43,0.036,0.018,1.007,0.34,-0.179,0.319,rest,no_exercise
2000,8.4,4.5,6.6,1.4,2.0,3,105,0.112,0.03,1.026,-0.601,0.544,0.057,rest,no_exercise
2100,7.0,1.7,8.6,3.4,3.9,4,75,0.018,-0.107,0.998,-0.626,0.249,-0.264,rest,no_exercise
2200,2.6,5.7,4.4,2.6,6.8,0,70,0.09,-0.055,0.979,-1.034,-0.188,0.51,rest,no_exercise
2300,5.3,6.1,9.9,1.5,4.6,0,84,-0.032,-0.056,0.943,-0.31,-0.789,0.315,rest,no_exercise
2400,4.2,0.8,6.9,2.2,4.8,6,88,0.063,-0.115,1.014,1.477,0.334,0.383,rest,no_exercise
2500,4.9,3.7,4.9,3.4,6.6,0,95,-0.063,0.02,1.0,0.513,0.479,-0.033,rest,no_exercise
2600,6.4,3.6,7.1,4.5,3.8,5,80,-0.037,-0.027,0.937,0.109,-0.796,0.17,rest,no_exercise
2700,3.6,3.5,7.3,4.2,4.7,3,58,0.053,-0.013,0.977,0.083,-0.557,0.007,rest,no_exercise
2800,4.6,6.7,5.2,0.0,5.3,2,113,0.076,0.02,0.994,0.244,0.151,-0.655,rest,no_exercise
2900,5.4,6.2,5.1,3.5,5.6,4,75,0.015,-0.053,1.034,-0.068,-0.221,0.007,rest,no_exercise
3000,68.5,65.2,68.5,65.0,68.3,5,160,0.071,-0.016,0.943,2.608,0.528,0.805,hand_opening,movement_phase
3100,61.2,71.0,61.5,62.6,65.5,4,202,0.091,-0.037,0.937,3.513,-0.026,0.091,hand_opening,movement_phase
3200,57.6,56.1,52.4,61.5,58.3,1,187,0.086,-0.01,0.994,3.301,0.295,1.253,hand_opening,movement_phase
3300,51.8,54.5,48.8,54.3,51.8,4,193,0.057,-0.047,1.033,2.317,-0.242,-1.328,hand_opening,movement_phase
3400,46.9,44.5,43.5,49.7,48.0,5,172,-0.002,-0.01,0.859,3.569,0.751,0.026,hand_opening,movement_phase
3500,44.3,45.7,44.3,47.6,43.6,5,218,0.052,-0.026,0.947,1.43,-0.884,-0.815,hand_opening,movement_phase
3600,35.0,42.3,39.8,41.7,44.8,2,203,0.018,-0.112,0.938,3.02,-0.244,0.151,hand_opening,movement_phase
3700,28.0,33.2,38.5,37.7,34.8,2,202,0.144,-0.041,0.956,0.86,0.336,-0.772,hand_opening,movement_phase
3800,24.5,34.6,26.8,31.2,33.4,3,198,0.067,0.016,0.949,3.089,1.117,-0.267,hand_opening,movement_phase
3900,28.5,27.4,22.9,29.7,28.2,5,193,0.125,-0.014,1.007,3.031,0.304,0.525,hand_opening,movement_phase
4000,19.9,21.5,22.4,19.2,19.8,3,184,0.059,-0.047,0.95,2.724,-0.237,1.408,hand_opening,movement_phase
4100,20.3,16.2,12.6,20.0,16.1,5,143,-0.082,-0.069,1.009,4.066,0.421,-1.052,hand_opening,movement_phase
4200,5.9,12.1,9.2,9.2,15.5,6,209,-0.032,0.049,0.931,3.003,0.533,0.046,hand_opening,movement_phase
4300,1.9,12.8,8.8,8.2,7.7,3,186,-0.009,-0.015,1.023,2.131,-0.502,-0.317,hand_opening,movement_phase
4400,6.8,11.5,10.5,9.7,12.1,8,259,0.039,-0.037,0.924,3.396,-0.423,-1.261,hand_closing,movement_phase
4500,12.6,13.8,11.6,7.7,20.9,10,256,-0.037,-0.025,0.981,3.276,0.024,-0.149,hand_closing,movement_phase
4600,13.0,20.8,14.0,18.4,25.3,12,263,0.007,-0.087,1.01,6.957,-1.034,-0.235,hand_closing,movement_phase
4700,24.6,23.6,16.2,25.1,27.8,16,271,0.012,0.018,0.914,2.754,-0.01,-0.641,hand_closing,movement_phase
4800,31.8,25.5,29.6,23.8,30.7,19,294,0.162,-0.01,0.939,3.455,-0.573,0.435,hand_closing,movement_phase
4900,29.3,29.0,28.6,27.4,31.8,24,309,-0.029,-0.087,0.946,0.593,-0.077,1.026,hand_closing,movement_phase
5000,37.3,37.0,30.3,33.4,34.3,25,315,0.107,-0.066,0.909,3.294,-0.769,-1.371,hand_closing,movement_phase
5100,39.9,38.2,38.0,42.0,40.4,26,359,0.137,0.021,0.921,4.915,0.053,-1.069,hand_closing,movement_phase
5200,41.8,41.8,43.1,43.9,48.1,28,351,0.02,-0.066,1.008,5.756,-0.12,0.912,hand_closing,movement_phase
5300,49.0,49.1,42.3,52.2,54.5,31,382,0.078,0.079,0.894,4.994,0.735,0.146,hand_closing,movement_phase
5400,54.9,52.2,54.5,55.1,54.2,33,379,0.015,-0.023,0.969,3.313,-1.208,-0.222,hand_closing,movement_phase
5500,56.7,55.4,55.2,60.1,58.4,40,394,0.065,-0.051,1.015,4.481,-0.39,1.168,hand_closing,movement_phase
5600,62.3,61.3,57.7,55.2,63.9,40,428,-0.014,0.051,1.012,5.036,0.328,2.163,hand_closing,movement_phase
5700,67.5,65.8,67.1,68.8,70.1,40,475,0.0,-0.002,0.982,4.19,-1.417,0.232,hand_closing,movement_phase
5800,72.2,68.3,68.6,66.2,70.2,48,458,-0.054,-0.027,0.986,2.96,0.391,-1.64,hand_closing,movement_phase
5900,82.0,70.6,73.3,75.6,73.9,48,487,-0.024,-0.026,0.917,4.895,0.432,-0.031,hand_closing,movement_phase
6000,71.0,72.2,69.9,70.0,73.4,72,461,0.087,-0.07,0.949,-0.397,0.002,-1.084,grip_hold,successful_grip
6100,72.4,72.9,69.3,73.0,75.3,70,478,0.014,0.06,0.954,0.198,0.462,0.075,grip_hold,successful_grip
6200,69.1,73.1,76.3,73.0,73.2,71,480,0.022,-0.016,1.042,-1.91,-0.936,0.35,grip_hold,successful_grip
6300,74.3,71.6,71.8,74.8,74.2,73,496,0.08,-0.058,0.921,-0.192,0.351,1.072,grip_hold,successful_grip
6400,72.9,74.7,74.1,72.6,72.8,67,468,0.066,0.035,0.994,-0.77,0.669,-0.123,grip_hold,successful_grip
6500,74.7,71.9,72.8,72.4,72.7,68,495,0.008,0.024,0.925,1.013,0.19,-0.003,grip_hold,successful_grip
6600,70.9,70.2,72.9,72.3,75.4,71,475,-0.073,0.002,0.946,0.36,-1.292,-1.066,grip_hold,successful_grip
6700,71.7,70.8,73.3,75.6,72.4,73,485,-0.025,0.013,0.967,-0.661,0.939,0.061,grip_hold,successful_grip
6800,71.8,73.4,68.6,75.3,73.3,70,451,0.064,-0.081,0.946,0.933,-0.369,0.62,grip_hold,successful_grip
6900,72.7,75.4,73.3,74.3,76.0,70,487,0.036,-0.071,0.912,1.597,0.738,0.584,grip_hold,successful_grip
7000,70.3,69.3,72.4,74.2,74.3,70,462,0.08,0.011,0.96,-0.356,-1.048,0.579,grip_hold,successful_grip
7100,73.4,71.8,76.9,75.2,72.7,70,451,0.029,0.036,0.953,-0.609,0.186,0.548,grip_hold,successful_grip
7200,72.3,70.5,66.0,71.2,72.6,73,487,-0.022,-0.016,1.004,-0.821,0.012,-0.267,grip_hold,successful_grip
7300,74.1,71.1,71.8,71.9,76.0,67,513,0.02,-0.023,1.017,-0.437,0.027,-0.376,grip_hold,successful_grip
7400,72.5,72.4,74.8,70.8,75.9,50,392,0.01,-0.096,0.973,-2.905,0.445,1.261,release,movement_phase
7500,70.2,70.0,68.6,72.9,71.0,41,347,0.018,-0.041,1.003,-2.467,-1.552,0.386,release,movement_phase
7600,61.1,60.0,66.8,66.8,62.0,42,345,0.043,-0.05,0.975,-5.051,0.426,0.999,release,movement_phase
