time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
0,6.9,2.4,0.0,8.7,7.2,3,62,0.109,-0.042,0.958,-1.053,-0.507,0.178,rest,no_exercise
100,6.7,2.1,1.8,7.6,9.4,2,72,0.001,-0.047,0.918,0.125,-0.402,0.71,rest,no_exercise
200,6.0,3.3,2.4,7.1,7.7,0,76,0.035,0.014,0.963,0.625,0.07,0.539,rest,no_exercise
300,2.8,3.0,3.9,9.0,9.5,2,94,0.017,0.05,0.949,-0.634,0.108,-0.161,rest,no_exercise
400,5.6,1.4,2.5,8.0,4.4,0,90,0.048,0.011,0.996,-0.409,-0.384,0.519,rest,no_exercise
500,3.5,0.2,1.6,5.7,6.2,4,25,0.038,-0.063,1.024,0.083,0.29,0.105,rest,no_exercise
600,5.2,3.5,2.7,6.6,6.1,2,79,0.078,-0.047,0.947,0.225,-1.057,0.003,rest,no_exercise
700,5.5,4.0,2.0,6.6,2.9,3,95,-0.019,0.017,0.998,-0.517,-0.155,0.14,rest,no_exercise
800,7.6,1.3,5.7,8.0,5.1,1,44,0.016,-0.05,0.959,0.649,0.276,0.322,rest,no_exercise
900,4.1,4.0,2.9,8.6,4.4,2,82,0.118,-0.043,0.944,0.654,0.019,-0.036,rest,no_exercise
1000,6.6,0.0,1.7,7.1,6.1,0,73,-0.001,0.002,0.901,0.085,-0.253,0.231,rest,no_exercise
1100,5.3,3.8,4.7,6.8,9.4,4,73,0.003,0.013,0.893,0.217,0.254,0.178,rest,no_exercise
1200,5.3,3.6,1.7,6.7,3.7,3,68,0.066,0.004,0.995,-0.283,-0.453,-0.029,rest,no_exercise
1300,7.2,1.5,3.2,5.2,3.8,0,74,0.086,-0.064,0.924,0.027,-0.301,0.263,rest,no_exercise
1400,6.7,0.0,3.9,4.8,8.4,0,82,0.006,-0.037,0.959,-0.572,-0.001,0.213,rest,no_exercise
1500,5.9,0.0,2.7,6.7,7.2,6,57,0.049,0.023,0.963,0.467,-0.046,0.135,rest,no_exercise
1600,6.9,4.3,0.5,7.5,8.4,1,97,0.076,0.022,0.999,0.381,0.391,0.013,rest,no_exercise
1700,4.3,1.0,3.5,3.4,4.3,2,88,-0.004,-0.0,0.979,1.267,0.241,-0.082,rest,no_exercise
1800,7.0,1.9,2.4,7.4,6.0,3,67,0.042,-0.04,0.947,-0.056,-0.793,-0.716,rest,no_exercise
1900,5.1,1.9,3.8,4.3,8.6,1,101,0.058,0.02,1.05,0.004,-0.078,0.214,rest,no_exercise
2000,6.1,3.2,4.5,6.7,4.2,0,51,0.05,0.028,0.987,-0.056,0.338,-0.258,rest,no_exercise
2100,6.1,2.4,1.9,11.1,6.5,2,65,0.053,-0.032,0.972,-0.802,-0.333,0.099,rest,no_exercise
