time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
0,0.8,7.7,9.2,5.6,5.1,1,70,-0.01,0.105,0.904,-0.62,0.154,-0.011,rest,no_exercise
100,4.5,8.2,8.5,2.3,6.5,4,69,0.059,-0.093,0.983,0.324,-0.51,-0.62,rest,no_exercise
200,0.5,7.6,4.2,3.4,6.3,0,49,-0.022,-0.008,1.076,-0.597,-0.166,-0.072,rest,no_exercise
300,2.8,9.2,7.7,4.6,3.2,1,74,0.095,-0.02,1.046,0.566,-0.091,-0.007,rest,no_exercise
400,4.8,5.8,6.0,2.8,4.9,2,95,0.075,0.006,1.035,-0.219,-0.338,0.149,rest,no_exercise
500,2.7,5.2,4.2,2.6,7.2,2,112,0.111,0.012,0.95,0.487,-0.034,0.16,rest,no_exercise
600,0.8,5.6,3.5,1.1,5.4,2,102,-0.009,-0.083,0.938,-1.011,0.159,0.422,rest,no_exercise
700,6.6,5.4,6.1,1.8,1.4,3,67,0.017,-0.043,0.956,-0.529,-0.728,0.271,rest,no_exercise
800,0.0,5.9,4.3,5.0,3.9,4,74,-0.053,-0.019,0.972,-0.319,-0.102,0.002,rest,no_exercise
900,6.1,7.5,4.3,5.0,5.3,0,102,0.032,-0.015,0.918,-0.011,0.009,-0.526,rest,no_exercise
1000,0.3,7.0,4.9,4.5,4.1,3,89,0.046,-0.007,0.961,0.027,0.109,-0.09,rest,no_exercise
1100,0.9,9.5,3.7,2.9,5.4,1,69,0.004,0.039,0.972,0.116,-0.008,-0.658,rest,no_exercise
1200,3.7,4.4,4.6,4.7,2.0,2,93,0.084,-0.031,0.988,0.112,0.29,0.156,rest,no_exercise
1300,3.5,8.5,7.2,0.3,5.9,1,43,0.07,0.061,0.932,-0.485,0.445,-0.312,rest,no_exercise
