time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
0,6.1,6.2,4.1,8.3,1.3,6,83,0.059,-0.027,0.93,0.546,0.827,0.499,rest,no_exercise
100,4.9,8.7,3.4,9.4,4.8,2,83,0.097,-0.079,1.023,-0.329,-0.104,0.041,rest,no_exercise
200,5.6,6.5,6.5,9.7,5.0,5,76,-0.026,-0.047,0.957,0.333,-0.199,-0.143,rest,no_exercise
300,5.5,8.4,2.7,9.6,3.6,1,100,0.003,-0.039,1.005,0.61,0.208,-0.021,rest,no_exercise
400,4.2,6.7,2.4,8.6,4.4,6,69,0.051,0.037,1.004,0.332,-0.107,-0.156,rest,no_exercise
500,2.4,6.6,3.4,8.2,4.6,0,65,0.061,-0.031,0.907,-0.124,0.099,-0.448,rest,no_exercise
600,3.5,7.0,4.9,7.4,5.1,3,97,0.016,-0.071,0.979,1.107,-0.485,-0.041,rest,no_exercise
700,4.8,7.0,6.5,5.9,2.2,5,106,0.03,0.036,1.037,-0.208,-0.32,-0.546,rest,no_exercise
800,4.3,3.1,2.0,8.0,4.3,2,79,0.086,-0.037,0.875,-0.099,0.117,0.22,rest,no_exercise
900,7.7,5.1,5.2,9.6,4.7,3,60,0.055,0.027,1.003,-0.429,-0.283,0.748,rest,no_exercise
1000,7.3,6.1,2.1,7.1,3.4,1,68,0.073,-0.034,1.006,0.164,0.388,0.129,rest,no_exercise
1100,7.2,8.1,3.7,8.8,1.3,0,67,-0.035,0.041,1.001,0.062,0.29,-0.42,rest,no_exercise
1200,5.9,6.2,6.4,11.3,2.6,0,88,-0.005,-0.031,0.987,0.386,-0.587,0.145,rest,no_exercise
1300,5.4,5.9,3.5,8.1,8.0,5,109,-0.009,0.016,0.959,-0.646,-0.093,0.236,rest,no_exercise
1400,4.1,5.2,4.4,7.9,4.0,1,59,0.022,-0.096,0.971,-0.243,-0.124,0.33,rest,no_exercise
1500,9.4,6.9,1.9,5.7,2.6,2,95,0.006,0.112,1.029,0.21,0.53,0.114,rest,no_exercise
1600,6.0,5.4,5.8,9.0,0.6,2,71,-0.029,-0.013,0.98,-0.286,-0.536,0.154,rest,no_exercise
1700,3.2,7.3,7.4,8.2,8.5,0,73,-0.035,0.07,0.878,0.055,-0.045,-0.039,rest,no_exercise
1800,4.4,10.0,3.8,8.3,3.4,0,94,0.076,-0.041,0.95,-0.221,0.735,-0.593,rest,no_exercise
1900,5.0,4.7,4.2,8.1,6.8,2,53,0.077,0.004,0.965,0.553,0.216,-0.498,rest,no_exercise
2000,6.6,3.8,4.2,8.1,0.0,6,46,-0.014,-0.045,1.011,-0.327,-0.091,-0.313,rest,no_exercise
2100,5.0,5.6,3.9,10.2,5.8,3,61,0.002,0.041,0.98,-0.09,-0.014,0.295,rest,no_exercise
2200,4.0,5.3,7.0,11.6,1.1,1,90,-0.022,-0.007,1.021,0.234,0.471,-0.443,rest,no_exercise
2300,5.6,11.9,4.8,7.9,2.7,2,94,0.027,-0.041,0.943,-0.605,-0.174,0.277,rest,no_exercise
2400,9.4,7.0,5.7,4.3,4.6,1,81,0.034,0.006,1.003,0.211,0.105,-0.16,rest,no_exercise
2500,2.9,9.0,2.7,9.0,1.7,0,60,-0.014,-0.04,0.958,-0.316,-0.057,0.049,rest,no_exercise
2600,9.6,7.9,3.9,10.1,2.6,0,81,-0.015,-0.007,0.953,-0.062,-0.083,-0.119,rest,no_exercise
2700,6.2,5.6,5.6,9.3,7.2,2,89,-0.018,-0.074,0.965,0.627,-0.499,0.095,rest,no_exercise
2800,3.4,3.4,5.2,7.6,3.7,2,95,0.006,-0.044,0.939,0.01,0.128,-0.471,rest,no_exercise
2900,4.3,5.7,5.5,8.8,3.3,3,73,-0.038,-0.038,1.038,0.542,-0.292,-0.496,rest,no_exercise
3000,56.8,59.3,54.6,57.9,54.3,2,174,0.103,-0.017,0.939,3.196,-0.328,0.046,hand_opening,movement_phase
3100,54.4,51.7,55.8,56.9,52.9,2,184,0.006,-0.006,0.959,1.946,-0.258,-0.65,hand_opening,movement_phase
3200,49.6,51.3,50.8,50.6,50.8,3,148,0.078,-0.079,0.972,3.392,-0.299,0.481,hand_opening,movement_phase
3300,44.0,41.7,41.5,48.6,43.8,1,243,-0.074,-0.037,0.958,2.895,0.631,-0.548,hand_opening,movement_phase
3400,42.9,40.8,42.1,47.2,41.0,2,176,0.002,-0.082,0.862,3.497,0.046,-0.661,hand_opening,movement_phase
3500,37.0,35.8,39.0,41.8,39.7,6,190,-0.02,-0.058,0.966,2.741,-1.012,0.309,hand_opening,movement_phase
3600,32.2,31.3,31.5,30.6,28.6,7,200,0.067,-0.06,0.974,2.005,0.643,-0.228,hand_opening,movement_phase
3700,32.5,25.1,34.0,32.3,31.9,6,202,-0.003,-0.065,0.973,2.329,0.396,-1.149,hand_opening,movement_phase
3800,25.1,27.2,24.4,29.6,27.0,3,180,0.061,-0.006,0.975,1.127,-0.568,-0.344,hand_opening,movement_phase
3900,20.5,20.6,22.9,26.2,15.7,0,153,0.031,0.008,0.996,2.866,0.598,-0.941,hand_opening,movement_phase
4000,18.2,17.4,15.5,20.6,20.8,1,216,0.014,-0.071,0.975,2.833,0.327,-0.002,hand_opening,movement_phase
4100,13.7,16.1,14.5,14.8,10.6,4,204,-0.035,-0.082,0.977,3.854,-0.196,-1.135,hand_opening,movement_phase
4200,12.0,11.4,9.1,11.7,9.5,0,200,0.04,-0.021,0.975,2.151,1.886,-0.575,hand_opening,movement_phase
4300,5.0,8.2,5.4,9.0,6.5,4,203,0.021,-0.046,0.963,2.617,0.986,-0.237,hand_opening,movement_phase
4400,7.5,12.6,1.0,5.9,6.2,4,202,0.009,-0.029,0.965,2.468,-0.728,2.28,hand_closing,movement_phase
4500,9.9,13.6,12.1,14.3,14.4,6,215,-0.012,0.007,0.984,6.283,-1.437,-0.216,hand_closing,movement_phase
4600,11.8,18.6,17.9,18.0,17.0,11,267,-0.076,-0.021,1.013,3.076,-0.052,-1.069,hand_closing,movement_phase
4700,20.3,19.0,22.1,23.0,15.8,12,256,0.001,-0.068,0.911,5.387,-0.139,-0.726,hand_closing,movement_phase
4800,20.4,23.4,26.1,28.1,22.0,16,277,-0.019,-0.041,0.922,2.959,0.627,-0.642,hand_closing,movement_phase
4900,24.5,32.0,29.4,30.4,24.0,19,293,0.012,-0.014,0.927,4.465,0.698,-0.15,hand_closing,movement_phase
5000,29.8,38.5,33.4,32.6,33.1,16,289,-0.01,-0.002,0.959,2.838,0.675,0.667,hand_closing,movement_phase
5100,36.3,34.2,37.3,35.1,32.8,24,331,0.012,0.013,0.938,3.721,-0.551,-0.413,hand_closing,movement_phase
5200,40.8,38.6,40.9,43.1,39.6,26,359,-0.041,-0.068,1.053,4.719,0.324,-0.009,hand_closing,movement_phase
5300,43.5,39.0,39.5,47.7,47.0,26,349,0.018,-0.058,1.036,3.635,1.21,-0.57,hand_closing,movement_phase
5400,47.7,46.2,47.9,45.3,41.3,27,413,0.05,0.019,0.933,2.898,2.657,-0.296,hand_closing,movement_phase
5500,49.3,47.6,48.5,51.3,47.6,35,413,0.012,-0.065,1.013,4.145,-0.652,-0.731,hand_closing,movement_phase
5600,51.7,57.2,51.4,59.3,50.1,33,401,0.046,-0.068,0.97,5.253,-1.27,0.196,hand_closing,movement_phase
5700,59.5,57.4,58.8,61.5,60.4,34,426,-0.025,-0.072,0.916,5.871,-2.949,-0.02,hand_closing,movement_phase
5800,60.6,62.5,65.7,59.2,57.0,40,429,-0.014,-0.073,1.003,3.507,0.629,0.361,hand_closing,movement_phase
5900,65.9,62.2,68.9,67.5,64.1,37,452,0.068,-0.017,0.974,6.532,0.562,-0.482,hand_closing,movement_phase
6000,67.1,67.6,66.3,66.0,66.5,61,439,-0.01,-0.055,1.018,-0.874,-0.983,0.158,grip_hold,successful_grip
6100,63.0,68.0,65.4,67.8,65.2,59,452,0.072,-0.009,0.986,-0.871,-0.107,0.443,grip_hold,successful_grip
6200,67.2,63.8,64.2,70.8,64.1,57,464,-0.005,0.011,0.951,-0.216,0.11,0.222,grip_hold,successful_grip
6300,64.6,65.8,65.6,66.4,60.6,56,452,0.075,-0.033,1.045,-1.047,0.195,-0.749,grip_hold,successful_grip
6400,61.5,63.9,66.3,69.2,65.9,56,470,0.003,-0.017,0.914,-0.699,-0.083,0.355,grip_hold,successful_grip
6500,61.6,64.8,64.6,70.1,62.2,58,435,0.102,0.018,0.993,-0.562,-0.05,0.586,grip_hold,successful_grip
