time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
0,3.4,7.4,8.1,4.0,8.2,1,57,-0.04,0.05,0.949,-0.391,-0.105,-0.12,rest,no_exercise
100,6.1,6.3,7.1,4.8,3.6,5,89,0.001,-0.069,0.931,0.282,-0.192,0.321,rest,no_exercise
200,0.9,6.3,6.2,4.9,9.5,3,64,0.079,-0.016,0.996,-0.594,-0.019,0.558,rest,no_exercise
300,1.1,5.7,7.4,4.8,7.6,1,76,0.075,0.025,0.994,0.295,0.181,-0.512,rest,no_exercise
400,0.0,7.2,8.6,6.0,8.0,2,53,0.061,-0.083,1.008,-0.192,0.071,-0.093,rest,no_exercise
500,3.9,3.9,6.9,1.0,9.5,3,87,0.04,-0.033,0.905,-0.643,0.147,0.245,rest,no_exercise
600,1.9,4.6,9.7,2.3,8.4,3,91,0.142,-0.069,0.99,-0.551,-0.158,-0.164,rest,no_exercise
700,3.1,5.4,6.8,4.3,7.1,4,82,-0.004,0.008,0.978,0.368,-0.819,0.787,rest,no_exercise
800,1.1,6.6,5.7,5.5,9.9,0,84,0.003,0.08,1.033,0.449,0.035,-0.157,rest,no_exercise
900,0.0,6.8,4.7,3.5,8.5,0,76,0.1,0.027,1.02,-0.857,-0.055,0.123,rest,no_exercise
1000,0.0,5.2,8.3,2.1,9.9,0,85,-0.046,-0.004,0.994,0.27,-0.702,-0.206,rest,no_exercise
1100,0.0,4.9,4.5,4.9,7.8,5,33,0.074,0.011,0.985,-0.429,0.247,-0.18,rest,no_exercise
1200,1.1,2.7,5.9,5.9,10.3,4,73,0.092,-0.071,0.975,0.172,-0.241,-0.32,rest,no_exercise
1300,0.8,3.7,3.9,3.2,9.5,3,80,-0.069,0.024,0.892,-0.221,-0.396,0.543,rest,no_exercise
1400,0.1,5.0,6.3,4.7,9.0,1,79,0.034,-0.049,0.966,-1.327,-0.649,-0.364,rest,no_exercise
1500,4.5,8.3,4.8,5.4,8.7,1,91,0.097,0.004,1.056,-0.134,-0.311,0.167,rest,no_exercise
1600,3.5,7.3,9.1,3.3,7.9,0,60,0.041,-0.002,0.982,0.327,0.32,0.077,rest,no_exercise
1700,2.1,5.3,7.7,4.1,7.9,2,98,0.033,-0.042,1.03,-0.443,-0.035,0.328,rest,no_exercise
1800,3.3,6.6,5.7,2.0,8.1,4,89,0.074,-0.034,0.958,0.25,-0.73,-0.15,rest,no_exercise
1900,1.9,4.4,7.6,3.2,7.8,2,58,0.053,-0.013,0.969,-0.17,0.031,-0.599,rest,no_exercise
2000,4.4,5.9,8.3,5.9,10.5,0,78,0.134,0.052,0.934,0.325,0.211,0.116,rest,no_exercise
2100,2.6,8.1,8.1,4.1,8.3,2,72,0.009,0.072,1.031,-0.066,-0.207,-0.23,rest,no_exercise
2200,3.6,5.9,9.8,6.2,10.7,1,82,0.004,-0.022,1.011,0.355,-0.19,0.016,rest,no_exercise
