time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
0,4.7,5.5,3.8,7.1,3.0,2,56,0.042,-0.083,0.971,0.625,-0.07,-0.057,rest,no_exercise
100,5.4,5.0,3.7,6.6,3.9,3,41,0.02,-0.03,1.063,-0.736,0.429,0.012,rest,no_exercise
200,4.2,6.3,8.0,7.9,3.3,4,79,0.037,-0.014,1.012,-0.199,-0.479,0.3,rest,no_exercise
300,1.6,4.3,6.8,3.7,0.3,7,75,0.09,-0.072,0.978,0.071,0.121,0.129,rest,no_exercise
400,2.0,5.4,8.2,5.4,1.2,5,46,0.091,0.038,0.912,-1.028,0.333,0.251,rest,no_exercise
500,4.6,5.3,3.1,4.6,2.5,1,122,0.092,0.002,0.922,-0.19,-0.116,-0.519,rest,no_exercise
600,2.3,7.2,6.4,8.1,3.6,4,93,0.009,-0.058,0.915,-0.016,0.111,0.316,rest,no_exercise
700,5.2,4.6,5.8,7.8,6.2,1,114,-0.007,-0.023,0.988,0.554,0.599,0.673,rest,no_exercise
800,2.1,6.1,7.0,8.5,2.2,5,80,0.016,0.034,0.948,-0.106,-0.104,0.23,rest,no_exercise
900,4.7,4.5,2.9,7.9,3.0,0,75,0.07,-0.084,0.972,0.02,0.45,0.055,rest,no_exercise
1000,3.3,3.4,6.1,6.9,2.6,3,87,0.001,-0.072,0.966,0.543,-0.153,0.026,rest,no_exercise
1100,5.0,8.0,6.7,8.7,0.0,5,75,0.063,-0.079,0.924,0.401,0.226,-0.028,rest,no_exercise
1200,6.3,7.8,3.9,6.0,0.9,4,79,-0.017,-0.055,1.036,0.795,-0.007,0.272,rest,no_exercise
1300,4.4,6.6,4.7,4.7,4.1,0,63,0.035,-0.061,0.91,-1.214,0.254,0.292,rest,no_exercise
1400,7.2,7.3,5.9,7.9,5.6,0,107,0.004,-0.043,0.983,0.003,-0.123,0.119,rest,no_exercise
1500,6.5,4.0,5.2,5.8,2.4,1,90,0.032,0.009,1.053,1.064,0.082,0.062,rest,no_exercise
1600,2.6,5.7,8.6,6.0,3.8,1,48,-0.018,-0.046,0.985,0.093,0.11,0.205,rest,no_exercise
1700,6.0,4.9,6.0,5.1,3.6,1,90,0.003,-0.042,1.029,0.141,-0.106,-0.117,rest,no_exercise
1800,3.5,5.1,6.0,6.5,0.7,0,72,-0.077,-0.026,0.956,0.399,0.132,-0.151,rest,no_exercise
1900,4.4,5.3,6.7,7.9,3.1,1,45,0.001,-0.044,1.005,0.158,0.331,-0.099,rest,no_exercise
2000,4.1,8.5,5.8,3.6,4.4,0,97,0.122,-0.034,0.992,-0.003,-0.282,-0.009,rest,no_exercise
2100,4.9,1.9,4.0,6.4,1.0,1,86,-0.072,-0.047,0.94,0.279,-0.118,-0.315,rest,no_exercise
2200,5.3,3.6,6.2,6.9,0.4,6,76,0.008,-0.018,0.961,0.636,-0.192,0.534,rest,no_exercise
2300,6.6,5.1,7.3,2.1,3.7,3,115,0.115,-0.013,1.011,-0.193,0.137,0.587,rest,no_exercise
2400,4.1,8.4,6.5,9.6,2.9,2,91,0.007,-0.01,0.97,0.628,0.025,0.305,rest,no_exercise
2500,7.0,6.7,8.0,6.5,2.7,1,93,0.009,0.001,0.989,-0.493,0.228,-0.148,rest,no_exercise
2600,3.0,2.5,6.1,4.2,1.7,2,70,0.024,-0.068,0.936,-0.34,-0.41,-0.396,rest,no_exercise
2700,5.5,7.6,6.7,5.0,5.1,0,55,0.0,0.025,0.963,-0.122,-0.034,0.31,rest,no_exercise
2800,4.5,5.5,7.8,5.3,6.5,3,79,-0.016,-0.024,1.006,-0.099,0.004,-0.232,rest,no_exercise
2900,4.0,3.7,6.0,9.3,3.4,2,57,0.115,-0.076,0.996,-0.287,-0.345,-0.113,rest,no_exercise
3000,66.1,67.2,67.1,67.4,68.5,5,191,0.046,0.027,0.966,0.945,0.141,-0.533,hand_opening,movement_phase
3100,60.4,60.7,59.7,58.1,62.9,5,187,0.011,-0.038,0.937,3.021,-0.285,1.051,hand_opening,movement_phase
3200,54.7,59.3,58.5,55.9,59.9,3,193,0.056,-0.049,0.996,2.571,0.647,-0.607,hand_opening,movement_phase
3300,50.3,52.9,53.8,52.7,52.9,2,174,-0.049,0.017,0.932,2.945,0.642,0.426,hand_opening,movement_phase
3400,47.4,46.5,47.5,44.1,53.6,4,215,-0.005,-0.069,0.985,3.421,-0.221,-0.507,hand_opening,movement_phase
3500,39.7,43.7,47.1,41.5,42.5,7,212,0.116,0.049,0.925,3.857,0.05,1.047,hand_opening,movement_phase
3600,39.2,43.1,39.5,35.6,45.6,3,186,0.032,-0.037,0.994,2.228,-0.312,0.543,hand_opening,movement_phase
3700,31.4,38.6,34.9,31.2,39.8,5,196,0.065,0.013,1.013,4.119,-0.703,-0.127,hand_opening,movement_phase
