time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
0,5.1,4.4,7.4,4.5,8.0,0,71,0.013,-0.056,1.052,0.781,0.267,0.086,rest,no_exercise
100,5.4,2.9,7.1,4.2,6.4,3,101,0.056,0.006,1.017,-0.047,0.385,-0.432,rest,no_exercise
200,6.1,6.5,5.1,4.2,4.3,1,39,-0.005,-0.025,1.002,0.438,-0.135,0.333,rest,no_exercise
300,2.7,1.3,13.0,2.2,7.9,4,89,0.066,-0.107,0.967,-0.885,0.231,0.124,rest,no_exercise
400,3.1,2.3,8.4,2.4,7.1,0,71,0.054,-0.047,0.969,-0.113,-0.699,-0.025,rest,no_exercise
500,4.7,5.3,7.4,5.0,6.4,2,121,0.024,-0.01,0.991,0.531,0.18,0.164,rest,no_exercise
600,4.8,8.6,7.8,6.3,6.1,4,73,-0.062,-0.014,0.981,-0.654,0.183,-0.014,rest,no_exercise
700,5.0,5.1,6.1,6.8,7.3,1,72,0.043,-0.054,0.979,0.047,-0.097,0.407,rest,no_exercise
800,2.9,4.4,8.3,4.3,7.7,3,84,-0.042,-0.01,0.878,0.589,0.548,0.245,rest,no_exercise
900,4.4,5.8,6.9,2.2,5.7,1,102,0.053,0.057,0.952,-0.306,0.417,0.013,rest,no_exercise
1000,3.6,7.3,7.0,8.9,8.3,3,91,0.014,0.019,0.959,0.394,-0.351,-0.512,rest,no_exercise
1100,3.7,1.9,8.8,3.3,7.9,0,96,0.022,-0.088,0.939,0.306,-0.38,-0.416,rest,no_exercise
1200,0.4,3.7,9.6,2.0,7.9,1,69,-0.085,-0.033,0.944,0.072,0.257,-0.721,rest,no_exercise
1300,1.3,3.9,8.8,4.8,7.5,1,62,0.038,-0.031,0.924,-0.609,-0.251,-0.014,rest,no_exercise
1400,7.0,4.4,6.7,6.4,5.6,1,104,-0.022,-0.034,0.97,-0.461,-0.362,0.277,rest,no_exercise
1500,6.7,5.7,8.4,6.9,7.1,3,87,0.067,-0.077,0.982,0.791,-0.053,0.027,rest,no_exercise
1600,4.2,4.0,9.9,3.5,5.0,1,70,0.084,-0.079,1.025,0.659,0.075,-0.104,rest,no_exercise
1700,4.4,3.0,7.4,3.6,10.2,0,68,0.108,-0.062,0.916,-0.41,0.627,-0.305,rest,no_exercise
1800,0.8,6.0,8.7,3.1,6.4,0,90,-0.039,-0.024,0.949,-0.283,-0.116,-0.111,rest,no_exercise
1900,3.6,4.5,10.5,4.8,10.2,1,66,0.158,-0.028,0.989,1.206,-0.414,-0.281,rest,no_exercise
2000,6.1,6.3,6.5,3.1,3.8,4,106,0.017,-0.037,0.933,-0.075,-0.452,0.04,rest,no_exercise
2100,3.2,3.5,10.7,4.7,5.6,3,40,0.045,-0.037,1.007,-0.159,-0.007,0.109,rest,no_exercise
2200,4.6,5.1,9.4,4.2,6.8,1,97,0.009,0.023,0.99,-0.401,-0.269,-0.095,rest,no_exercise
2300,3.6,4.1,8.7,10.2,10.1,0,68,-0.02,-0.041,1.026,0.862,0.69,0.047,rest,no_exercise
2400,4.9,6.9,9.0,3.3,7.4,3,75,0.015,0.053,1.037,0.071,-0.63,-0.677,rest,no_exercise
2500,3.8,4.1,8.9,5.2,5.9,4,84,0.119,-0.04,0.957,0.533,-0.047,0.398,rest,no_exercise
2600,4.8,3.3,4.2,5.9,6.7,5,53,0.052,-0.101,0.973,-0.228,-0.028,-0.466,rest,no_exercise
2700,3.3,6.1,6.3,7.8,6.5,2,88,-0.007,-0.056,1.024,0.924,0.166,0.04,rest,no_exercise
2800,5.3,5.7,10.7,5.1,5.5,0,90,0.08,-0.042,1.024,0.756,-0.087,0.13,rest,no_exercise
2900,6.0,7.4,9.4,4.6,6.0,1,72,0.017,0.061,0.959,-0.134,-0.172,-0.096,rest,no_exercise
3000,52.2,54.0,56.0,52.6,55.8,6,192,0.008,-0.042,0.98,2.304,-0.294,-1.043,hand_opening,movement_phase
3100,47.9,52.0,50.6,50.1,49.8,4,207,0.095,0.01,1.013,4.635,0.202,-0.17,hand_opening,movement_phase
3200,43.0,42.6,48.9,41.6,47.8,4,173,-0.034,-0.01,0.99,3.455,0.561,-0.723,hand_opening,movement_phase
