time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
0,4.4,3.6,5.4,6.2,5.0,2,87,0.025,-0.035,0.963,-0.137,-0.311,-0.383,rest,no_exercise
100,7.6,4.4,3.2,7.7,3.2,3,69,0.034,-0.042,0.979,-0.052,-0.22,-0.144,rest,no_exercise
200,7.3,3.4,2.7,5.7,3.8,5,38,-0.1,0.059,0.975,0.662,-0.314,-0.238,rest,no_exercise
300,8.2,3.1,2.0,7.0,3.2,3,14,0.059,0.002,0.909,-0.015,-0.639,-0.046,rest,no_exercise
400,6.8,5.0,6.6,5.3,2.5,1,88,0.108,-0.058,0.937,-0.024,-0.395,0.005,rest,no_exercise
500,6.1,7.1,6.3,6.5,7.9,3,79,0.06,-0.083,0.982,0.247,0.384,-0.024,rest,no_exercise
600,7.7,2.4,4.3,5.0,4.3,3,71,-0.043,0.002,0.931,0.106,0.001,0.656,rest,no_exercise
700,3.4,3.6,4.7,6.5,5.7,0,60,0.106,-0.021,1.006,-0.593,0.287,-0.369,rest,no_exercise
800,5.8,3.0,7.6,8.7,5.1,0,58,-0.017,-0.029,0.955,-1.088,0.172,0.117,rest,no_exercise
900,5.7,7.1,1.3,4.9,7.1,1,79,-0.063,-0.013,0.953,-0.456,-0.532,-0.08,rest,no_exercise
1000,8.1,2.0,2.9,3.7,0.8,2,93,0.001,-0.05,0.91,-0.079,-0.684,-0.112,rest,no_exercise
1100,4.9,6.9,5.5,5.4,6.9,4,70,-0.021,-0.08,0.946,-0.252,0.113,0.296,rest,no_exercise
1200,4.7,4.5,5.7,7.3,4.0,0,76,0.029,0.002,0.992,0.048,-0.237,-0.447,rest,no_exercise
1300,6.2,2.9,2.9,5.4,6.0,0,101,0.116,0.017,0.984,-0.13,-0.351,-0.158,rest,no_exercise
1400,7.6,7.3,3.2,4.1,7.2,0,91,0.133,0.003,1.028,-0.391,-0.276,0.421,rest,no_exercise
1500,4.5,0.8,1.7,4.2,5.3,5,86,0.01,-0.027,0.978,-0.798,-0.059,0.525,rest,no_exercise
1600,7.5,4.1,6.1,5.5,8.4,3,86,0.091,-0.006,0.917,-0.235,0.287,0.544,rest,no_exercise
1700,4.5,4.4,3.8,6.4,2.1,3,80,0.008,-0.127,0.98,-0.436,0.336,-0.019,rest,no_exercise
1800,5.8,5.3,3.0,5.2,3.0,1,95,0.112,-0.065,0.942,0.3,-0.064,0.598,rest,no_exercise
1900,5.6,5.3,5.6,7.4,4.5,2,66,0.008,-0.088,0.959,0.009,-0.102,0.066,rest,no_exercise
2000,6.9,5.3,4.2,7.8,5.2,2,42,0.046,-0.038,0.962,-0.802,-0.014,-0.494,rest,no_exercise
2100,5.3,5.9,5.7,3.9,4.8,2,75,0.104,0.052,0.937,-0.716,0.347,0.19,rest,no_exercise
2200,5.9,3.9,6.8,8.0,5.1,0,89,0.111,-0.02,1.02,0.181,-0.445,0.201,rest,no_exercise
2300,5.9,3.2,3.3,8.1,4.9,0,90,0.087,-0.006,0.969,-1.487,0.13,0.195,rest,no_exercise
2400,4.6,3.1,3.4,9.5,4.8,4,57,0.064,-0.06,1.01,0.083,-0.227,-0.053,rest,no_exercise
2500,6.2,2.0,5.2,7.3,4.6,3,118,0.042,0.02,1.037,0.033,-0.227,-0.331,rest,no_exercise
2600,4.7,1.0,7.2,4.8,2.1,2,49,0.049,-0.115,0.944,-0.088,-0.668,-0.138,rest,no_exercise
2700,6.6,2.3,5.0,5.7,4.5,2,74,0.023,-0.029,0.949,-0.258,-0.243,-0.181,rest,no_exercise
2800,8.8,4.5,5.1,5.0,1.6,1,65,-0.036,-0.018,0.941,-0.276,-0.109,-0.5,rest,no_exercise
2900,7.9,4.0,8.1,6.4,2.9,0,76,0.072,-0.043,0.948,-0.481,-0.133,-0.033,rest,no_exercise
3000,58.5,59.0,61.3,61.1,62.7,2,199,-0.061,-0.034,1.016,1.324,-0.309,0.54,hand_opening,movement_phase
3100,57.3,53.9,60.7,57.3,55.0,3,187,0.034,-0.063,1.008,3.728,0.9,-1.034,hand_opening,movement_phase
3200,52.6,57.1,50.8,58.5,55.9,6,189,0.143,0.007,0.892,2.033,0.159,-0.264,hand_opening,movement_phase
3300,50.9,43.1,49.3,49.5,48.5,6,191,0.071,0.013,1.018,5.367,-0.61,-0.246,hand_opening,movement_phase
3400,45.9,43.5,41.1,41.5,42.4,5,199,-0.05,0.064,0.906,3.004,-0.735,-0.545,hand_opening,movement_phase
3500,42.7,38.5,42.2,37.6,36.0,3,209,0.015,-0.047,0.989,5.402,1.035,-0.317,hand_opening,movement_phase
3600,35.2,35.2,40.8,40.5,40.0,4,208,0.081,-0.036,1.024,0.561,-0.441,0.022,hand_opening,movement_phase
3700,34.3,30.9,32.2,31.2,33.0,0,211,0.004,0.003,0.966,2.213,-0.576,-1.067,hand_opening,movement_phase
3800,32.3,27.4,27.3,30.9,28.5,4,193,-0.02,0.004,0.95,2.841,0.735,-0.474,hand_opening,movement_phase
3900,21.9,23.2,28.4,28.3,23.0,7,206,-0.022,0.011,0.934,2.729,-0.28,0.523,hand_opening,movement_phase
4000,15.8,16.3,24.2,19.9,16.0,6,172,-0.006,-0.005,0.926,1.682,-0.885,1.115,hand_opening,movement_phase
4100,18.8,16.4,13.7,13.6,15.3,3,192,0.023,-0.031,0.968,2.079,-0.112,0.683,hand_opening,movement_phase
4200,6.0,13.6,11.9,15.8,11.5,1,176,0.135,0.02,0.953,2.28,-1.257,-0.301,hand_opening,movement_phase
4300,10.1,5.2,5.9,4.7,5.9,3,189,0.053,-0.01,0.966,3.017,0.92,0.696,hand_opening,movement_phase
4400,7.1,6.2,8.4,9.2,12.9,6,209,-0.045,0.009,1.023,4.283,-0.277,0.419,hand_closing,movement_phase
4500,12.4,3.8,12.8,14.4,10.5,9,260,-0.001,-0.038,0.973,1.63,1.002,0.731,hand_closing,movement_phase
4600,20.0,12.3,19.0,18.1,15.7,9,229,-0.026,-0.039,0.932,4.328,1.926,-0.263,hand_closing,movement_phase
4700,15.1,18.9,17.4,21.7,20.6,15,236,0.064,0.004,1.003,4.024,-0.399,-2.038,hand_closing,movement_phase
4800,23.3,22.7,22.4,24.5,25.0,17,279,0.152,-0.027,0.945,3.299,-0.11,0.358,hand_closing,movement_phase
4900,31.1,28.5,29.9,28.1,27.2,16,267,0.095,-0.027,0.994,2.909,0.323,0.861,hand_closing,movement_phase
5000,31.0,30.6,35.1,31.4,31.0,18,306,-0.057,-0.029,1.07,4.284,0.481,0.39,hand_closing,movement_phase
5100,35.9,35.0,35.8,35.8,36.9,25,328,-0.054,-0.068,1.007,5.607,0.316,0.987,hand_closing,movement_phase
5200,40.2,38.4,42.8,39.5,43.0,26,354,-0.008,0.021,0.962,6.17,-0.626,-0.277,hand_closing,movement_phase
5300,39.8,45.5,46.4,48.5,51.1,29,363,0.096,0.009,0.94,2.395,0.649,1.039,hand_closing,movement_phase
5400,48.7,48.5,48.6,50.9,54.0,30,383,0.034,-0.096,0.938,4.187,0.369,1.591,hand_closing,movement_phase
5500,55.3,51.1,51.2,56.2,52.7,33,400,0.081,0.02,0.964,1.663,0.273,0.252,hand_closing,movement_phase
5600,55.3,51.5,54.3,58.3,58.6,37,423,0.109,0.0,0.971,2.992,-0.766,-0.058,hand_closing,movement_phase
5700,65.0,55.7,65.4,61.6,61.9,36,436,0.063,-0.008,1.014,3.241,-1.775,-0.037,hand_closing,movement_phase
5800,63.5,64.7,62.4,64.0,62.8,40,489,0.05,0.026,1.016,2.556,0.233,0.905,hand_closing,movement_phase
5900,67.2,68.6,72.3,74.7,71.3,40,448,0.151,0.009,0.895,2.835,-1.239,0.113,hand_closing,movement_phase
6000,65.5,66.9,67.0,66.9,74.5,59,440,0.025,0.014,0.952,-0.408,-0.028,-0.921,grip_hold,successful_grip
6100,66.3,63.0,66.6,70.3,72.2,61,454,0.033,-0.02,1.029,-0.544,-0.005,-0.802,grip_hold,successful_grip
6200,65.0,68.3,64.5,71.0,65.2,59,439,0.062,0.067,0.988,0.804,0.807,-0.003,grip_hold,successful_grip
6300,69.3,66.8,65.0,71.8,71.0,63,457,0.147,-0.03,1.013,-0.499,0.366,0.114,grip_hold,successful_grip
