time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
0,9.3,4.4,4.1,3.8,3.5,1,77,0.057,-0.047,1.007,-0.898,-0.022,0.631,rest,no_exercise
100,8.0,6.0,8.6,6.9,4.9,3,50,-0.008,0.031,1.004,0.143,-0.082,-0.007,rest,no_exercise
200,5.9,6.8,3.9,4.7,5.4,1,88,0.051,-0.019,1.012,0.38,-0.08,0.093,rest,no_exercise
300,7.9,6.8,2.5,5.0,6.7,0,46,0.057,0.017,0.995,0.906,0.232,0.063,rest,no_exercise
400,7.0,3.9,4.3,2.9,4.8,0,77,0.083,0.001,0.938,0.742,-0.188,-0.346,rest,no_exercise
500,11.7,7.5,6.7,5.4,7.9,2,77,0.083,0.016,1.062,-0.817,-0.384,0.067,rest,no_exercise
600,3.6,8.1,4.0,6.1,5.0,7,91,0.006,0.028,0.946,-0.103,-1.2,0.252,rest,no_exercise
700,7.5,5.2,6.4,4.7,4.5,2,101,-0.002,0.026,0.962,-0.043,-0.32,0.666,rest,no_exercise
800,7.7,7.0,7.6,5.9,6.2,0,36,0.005,-0.098,0.994,-0.225,-0.089,0.183,rest,no_exercise
900,5.7,3.9,4.3,5.3,0.3,0,52,0.039,0.047,0.938,0.741,-0.382,-0.173,rest,no_exercise
1000,9.2,4.8,8.3,6.4,3.8,4,78,-0.078,-0.046,0.895,0.684,-0.539,-0.26,rest,no_exercise
1100,4.3,7.7,8.3,2.8,4.9,0,91,0.028,-0.018,0.978,0.401,0.065,-0.222,rest,no_exercise
1200,8.8,4.4,7.0,6.5,6.1,0,101,0.061,-0.018,0.96,0.046,-0.166,-0.0,rest,no_exercise
1300,8.3,6.2,6.6,7.0,5.9,0,86,-0.074,-0.031,0.981,-0.052,0.003,-0.152,rest,no_exercise
1400,10.2,4.3,5.6,8.0,4.7,3,71,0.114,-0.007,0.971,-0.954,0.022,-0.481,rest,no_exercise
1500,6.0,9.4,3.5,5.2,2.8,1,110,-0.024,-0.042,0.997,0.842,0.04,0.082,rest,no_exercise
1600,11.1,3.3,4.8,5.7,4.2,2,66,0.084,-0.021,0.941,-0.219,0.597,0.482,rest,no_exercise
1700,10.1,3.0,5.8,2.0,2.8,0,34,0.042,0.066,1.0,0.075,-0.032,0.148,rest,no_exercise
1800,11.4,4.5,4.6,4.2,4.4,0,65,0.058,0.028,0.879,-0.383,0.427,-0.197,rest,no_exercise
1900,10.2,6.3,3.9,4.8,6.4,3,77,0.027,0.0,0.921,-0.589,0.029,0.282,rest,no_exercise
2000,6.8,5.1,4.6,4.9,5.9,2,80,0.05,-0.005,0.979,0.264,0.101,0.974,rest,no_exercise
2100,6.1,5.8,3.8,6.4,7.2,3,22,0.075,-0.006,0.977,0.202,0.477,-0.008,rest,no_exercise
2200,10.7,6.9,5.1,3.2,3.3,0,77,-0.002,0.027,0.941,-0.359,-0.169,0.298,rest,no_exercise
