time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
0,9.2,9.8,5.5,6.9,5.2,0,83,0.015,-0.012,1.06,0.136,-0.902,-0.105,rest,no_exercise
100,5.4,2.3,3.9,6.3,7.0,2,101,-0.0,0.035,1.013,-0.927,0.295,0.153,rest,no_exercise
200,5.2,4.6,2.7,6.5,3.2,2,77,0.027,-0.015,0.934,-0.386,0.026,-0.498,rest,no_exercise
300,2.9,0.7,3.5,7.1,2.9,3,64,0.056,-0.05,0.977,-0.074,0.459,-0.33,rest,no_exercise
400,4.0,5.6,1.2,5.8,1.2,0,100,0.029,-0.077,0.931,0.136,-0.402,-0.829,rest,no_exercise
500,6.5,5.5,4.5,3.9,2.0,3,50,0.106,-0.034,1.0,-0.69,-0.462,-0.168,rest,no_exercise
600,5.4,6.1,4.4,3.3,3.9,0,64,0.024,-0.031,0.957,-0.441,0.817,0.422,rest,no_exercise
700,5.0,3.9,6.4,7.1,3.3,3,51,0.034,-0.059,1.021,-0.354,0.562,0.451,rest,no_exercise
800,7.0,5.3,4.0,7.4,4.3,3,78,0.056,-0.002,0.986,-0.565,-0.154,0.38,rest,no_exercise
900,5.9,3.7,4.8,6.2,0.0,3,76,0.076,-0.003,0.949,0.519,0.128,0.629,rest,no_exercise
1000,7.1,4.3,2.9,7.7,1.8,5,53,-0.002,-0.02,0.922,-1.227,0.115,0.556,rest,no_exercise
1100,0.6,4.7,4.2,6.9,0.8,2,65,0.006,-0.035,0.924,-0.311,0.23,0.111,rest,no_exercise
1200,8.6,4.3,4.2,7.0,2.4,0,74,0.057,-0.03,0.947,-0.035,-0.623,0.493,rest,no_exercise
1300,5.5,4.1,4.8,8.0,6.7,5,63,0.063,-0.021,0.99,0.03,-0.091,-0.228,rest,no_exercise
1400,5.9,3.1,6.4,5.4,6.1,0,90,0.056,0.028,1.046,0.668,0.64,0.497,rest,no_exercise
1500,5.3,4.3,0.6,5.7,3.2,2,61,0.028,-0.008,0.975,-0.176,0.08,-0.196,rest,no_exercise
1600,6.7,5.2,4.6,9.5,4.2,4,103,0.151,-0.053,1.015,0.116,-1.11,-0.209,rest,no_exercise
1700,6.4,3.9,2.4,8.8,0.6,4,82,-0.025,-0.025,0.976,0.042,0.416,-0.49,rest,no_exercise
1800,6.2,2.5,4.6,6.1,2.6,0,104,0.083,0.003,0.951,-0.147,-0.505,0.515,rest,no_exercise
1900,6.4,7.7,2.0,5.2,0.0,4,82,0.083,-0.044,1.012,0.125,-0.176,0.09,rest,no_exercise
2000,3.4,2.0,2.3,6.9,0.5,2,83,0.042,-0.023,0.936,0.561,0.317,0.274,rest,no_exercise
2100,3.1,3.7,3.4,2.7,2.1,1,87,-0.044,-0.045,0.92,-0.132,-0.441,0.225,rest,no_exercise
2200,4.8,1.9,2.1,2.9,1.7,4,71,-0.042,-0.077,0.96,-0.371,0.403,0.059,rest,no_exercise
2300,5.5,7.4,3.9,7.6,3.4,5,102,0.116,0.021,0.933,0.131,-0.035,0.211,rest,no_exercise
2400,5.6,4.8,6.5,6.0,1.8,4,45,-0.005,-0.068,0.972,-0.146,0.091,-0.028,rest,no_exercise
2500,4.9,2.4,4.2,5.5,1.1,1,111,0.073,-0.033,1.011,-0.109,-0.086,0.003,rest,no_exercise
2600,4.0,2.9,1.8,4.2,2.7,0,107,-0.003,-0.019,0.975,0.5,0.573,0.177,rest,no_exercise
2700,7.0,9.7,5.1,4.9,1.3,0,88,-0.01,-0.043,0.965,-0.19,-0.689,0.031,rest,no_exercise
2800,7.8,7.8,4.1,5.1,0.6,0,51,0.032,0.002,1.017,0.689,-0.496,0.195,rest,no_exercise
2900,4.8,9.1,9.0,11.5,2.7,1,44,0.041,-0.005,1.017,-0.752,0.177,-0.103,rest,no_exercise
3000,63.1,65.9,61.8,68.9,60.9,2,181,-0.021,-0.041,0.968,4.374,0.439,-0.054,hand_opening,movement_phase
3100,55.1,58.8,57.0,67.6,59.1,4,220,0.06,-0.047,0.932,2.382,-0.295,0.126,hand_opening,movement_phase
3200,52.5,51.6,53.0,48.8,52.6,5,185,0.043,-0.021,0.97,3.454,0.016,0.672,hand_opening,movement_phase
3300,45.8,53.3,50.0,49.7,51.9,5,195,0.033,0.066,0.957,3.201,-0.366,-0.508,hand_opening,movement_phase
3400,46.2,46.0,40.4,46.8,44.4,1,173,0.021,0.069,1.02,3.141,-0.21,0.668,hand_opening,movement_phase
