time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
0,4.4,3.5,8.6,3.3,8.6,3,83,0.049,0.0,0.977,-0.337,-0.617,0.09,rest,no_exercise
100,7.2,7.2,6.7,5.1,10.0,0,80,0.109,-0.03,1.002,-0.138,0.423,-0.022,rest,no_exercise
200,6.5,1.8,4.3,6.5,11.2,2,75,0.049,-0.056,1.034,0.309,-0.302,0.422,rest,no_exercise
300,4.2,4.3,2.2,3.7,8.4,0,106,0.083,0.026,0.931,-0.55,-0.634,0.222,rest,no_exercise
400,8.6,7.6,3.0,6.3,8.6,1,72,0.044,0.059,0.981,0.173,0.051,0.23,rest,no_exercise
500,4.4,5.8,6.0,3.7,6.6,5,100,0.092,0.063,1.017,0.079,0.326,-0.359,rest,no_exercise
600,5.7,7.1,4.7,2.4,7.3,2,52,0.002,0.023,0.961,0.452,0.153,0.135,rest,no_exercise
700,5.1,4.9,3.3,3.2,8.2,0,73,-0.106,0.001,0.931,-0.826,-0.213,0.77,rest,no_exercise
800,5.4,1.6,3.5,5.9,12.3,2,89,-0.042,-0.018,0.908,0.89,-0.245,0.77,rest,no_exercise
900,7.7,4.0,5.0,7.9,6.3,2,84,0.053,-0.063,0.918,-0.511,0.084,-0.135,rest,no_exercise
1000,7.2,6.1,0.9,9.5,7.7,0,94,-0.005,0.013,0.941,-0.17,0.072,-0.062,rest,no_exercise
1100,8.3,7.7,2.8,3.1,7.6,3,95,0.068,-0.051,0.991,0.158,0.307,0.023,rest,no_exercise
1200,4.5,7.8,3.4,6.5,8.9,0,96,-0.009,-0.007,0.926,0.569,-0.279,-0.312,rest,no_exercise
1300,5.5,8.4,2.2,4.4,9.0,1,108,0.086,-0.002,0.954,0.805,-0.17,-0.503,rest,no_exercise
1400,4.9,7.1,3.2,4.9,8.8,3,62,0.131,0.017,0.964,-0.28,-0.057,-0.091,rest,no_exercise
1500,3.4,7.6,0.4,5.7,6.3,3,81,-0.07,0.04,0.952,-0.308,0.247,-0.669,rest,no_exercise
1600,7.1,7.3,4.5,1.5,8.4,4,75,-0.016,0.001,0.937,-0.755,-0.537,-0.33,rest,no_exercise
1700,9.4,6.5,2.1,7.0,7.9,2,74,-0.068,0.0,0.97,-0.677,0.476,-0.274,rest,no_exercise
1800,4.0,7.7,4.7,1.5,6.7,6,52,0.021,-0.029,0.991,-0.088,-0.148,-0.353,rest,no_exercise
1900,5.7,3.0,4.9,5.3,5.7,1,98,-0.042,-0.008,0.948,0.204,0.065,0.212,rest,no_exercise
2000,5.0,6.1,4.1,6.2,12.1,2,104,0.01,-0.021,0.922,0.071,-0.329,-0.128,rest,no_exercise
2100,8.5,5.1,6.2,4.9,7.7,0,83,0.072,-0.011,0.885,-0.076,0.495,-0.171,rest,no_exercise
2200,7.4,6.4,3.8,3.2,8.5,0,89,0.036,-0.032,1.015,-0.292,0.249,-0.128,rest,no_exercise
2300,4.5,4.8,2.0,7.3,4.6,0,77,0.035,0.007,0.955,0.059,-0.176,0.436,rest,no_exercise
2400,2.8,7.9,4.4,5.6,7.2,0,99,0.119,-0.022,1.013,0.467,-0.131,0.268,rest,no_exercise
2500,8.5,2.6,1.2,4.7,9.6,3,76,-0.02,-0.029,0.975,0.247,0.187,-0.4,rest,no_exercise
2600,3.1,3.6,4.0,3.0,6.3,0,72,0.021,-0.136,1.01,0.54,-0.476,-0.199,rest,no_exercise
2700,6.1,4.0,5.3,4.5,12.0,2,106,-0.07,0.01,0.996,0.589,0.09,0.133,rest,no_exercise
2800,5.2,5.0,1.8,9.0,12.0,1,78,0.034,-0.006,0.951,-0.33,-0.401,0.139,rest,no_exercise
2900,8.6,9.3,4.9,4.5,4.7,0,80,0.06,-0.068,1.02,-1.114,-0.723,0.394,rest,no_exercise
3000,84.6,81.0,80.6,76.8,81.0,5,221,0.086,-0.054,1.035,2.066,-0.087,0.472,hand_opening,movement_phase
3100,81.7,78.7,71.6,74.9,74.5,5,187,0.015,-0.006,0.972,0.994,1.307,0.284,hand_opening,movement_phase
3200,74.5,66.9,70.2,74.4,68.0,6,161,0.068,0.059,0.951,2.344,1.044,0.875,hand_opening,movement_phase
3300,63.4,64.0,58.6,63.8,60.0,3,173,0.023,-0.011,0.973,2.345,1.279,-1.078,hand_opening,movement_phase
3400,57.6,59.0,57.2,53.8,58.5,3,230,-0.02,0.023,0.979,2.734,-0.757,0.182,hand_opening,movement_phase
3500,49.2,52.7,51.4,51.2,54.1,5,243,0.021,-0.06,0.917,0.577,0.122,-0.042,hand_opening,movement_phase
3600,48.8,49.7,45.6,46.3,47.3,2,180,0.069,0.011,0.968,1.189,-0.827,1.038,hand_opening,movement_phase
3700,44.2,42.4,39.9,43.0,42.1,1,221,0.047,-0.017,0.93,2.693,-0.7,0.019,hand_opening,movement_phase
3800,36.3,37.3,34.6,33.9,41.2,4,206,0.025,0.016,0.915,3.121,-0.103,-0.319,hand_opening,movement_phase
3900,28.1,36.3,24.7,30.8,30.7,3,211,0.028,-0.038,0.969,3.393,-0.1,-1.066,hand_opening,movement_phase
4000,23.3,25.8,21.4,26.4,27.6,4,153,0.022,0.018,1.003,2.729,-0.637,0.049,hand_opening,movement_phase
4100,19.2,19.3,19.2,20.2,20.2,4,195,0.002,-0.044,0.986,1.987,-0.006,0.065,hand_opening,movement_phase
4200,15.4,17.8,10.6,12.2,12.8,0,188,0.038,0.036,0.912,4.457,-0.676,0.441,hand_opening,movement_phase
4300,11.7,11.3,4.9,11.7,8.8,4,217,0.042,0.017,0.947,3.892,-1.048,-1.122,hand_opening,movement_phase
4400,12.1,3.6,16.5,6.7,7.8,6,238,-0.022,-0.051,1.03,4.825,-0.161,-1.648,hand_closing,movement_phase
4500,15.9,13.2,17.3,13.2,11.1,10,251,-0.017,-0.013,0.973,3.903,-0.104,-1.62,hand_closing,movement_phase
4600,22.5,19.4,26.1,16.4,17.5,14,193,0.012,-0.018,0.957,3.402,1.298,-0.352,hand_closing,movement_phase
4700,22.8,25.8,23.3,24.9,23.2,17,254,-0.033,-0.01,1.003,5.683,-0.259,-0.917,hand_closing,movement_phase
4800,27.7,26.9,30.9,27.5,27.1,20,317,0.028,-0.004,1.009,3.763,-0.427,0.319,hand_closing,movement_phase
4900,27.0,36.8,29.4,34.0,33.6,27,334,0.014,-0.017,1.034,3.4,0.322,-0.534,hand_closing,movement_phase
5000,39.3,40.8,41.7,40.6,39.0,29,366,0.112,0.035,0.958,4.487,-1.63,-1.02,hand_closing,movement_phase
5100,43.3,50.0,52.4,41.6,43.8,28,350,0.022,0.003,0.985,2.42,0.534,-0.128,hand_closing,movement_phase
5200,52.8,52.7,49.5,47.8,47.9,38,363,0.017,0.01,0.98,4.842,-0.161,1.102,hand_closing,movement_phase
5300,53.2,52.7,57.4,52.7,57.1,42,395,-0.014,-0.017,0.919,3.193,0.245,0.327,hand_closing,movement_phase
5400,58.8,64.6,64.7,59.1,65.2,46,397,0.052,0.071,0.97,5.276,-0.001,0.706,hand_closing,movement_phase
5500,66.9,64.7,68.8,61.7,62.5,48,429,-0.008,-0.029,0.968,2.752,-1.006,0.455,hand_closing,movement_phase
5600,67.6,74.8,71.0,72.3,68.8,55,450,0.048,0.083,1.011,2.905,-1.525,0.278,hand_closing,movement_phase
5700,75.3,74.7,77.1,73.8,76.2,57,463,-0.002,0.019,0.922,2.682,0.143,0.516,hand_closing,movement_phase
5800,78.8,85.6,85.4,83.4,76.7,60,467,0.095,-0.013,0.867,4.943,0.51,-0.831,hand_closing,movement_phase
5900,82.6,87.2,94.5,86.0,83.5,61,484,-0.015,-0.061,1.045,4.406,0.925,0.062,hand_closing,movement_phase
6000,89.2,90.1,87.8,91.4,86.3,93,514,-0.02,-0.026,1.007,1.81,0.326,0.052,grip_hold,successful_grip
6100,87.8,85.3,91.1,88.3,92.7,91,492,-0.001,0.029,0.94,-0.39,0.335,0.204,grip_hold,successful_grip
6200,92.2,88.4,87.1,90.0,87.4,92,546,-0.042,-0.028,0.986,-0.781,-0.683,0.057,grip_hold,successful_grip
6300,88.2,88.7,89.0,88.7,88.5,94,524,0.033,-0.028,1.031,-0.099,-0.402,0.178,grip_hold,successful_grip
6400,87.0,86.7,88.2,94.6,87.5,90,532,-0.081,-0.027,0.969,-1.733,0.564,-0.352,grip_hold,successful_grip
6500,83.8,91.9,85.3,89.4,88.3,91,519,0.074,-0.026,0.991,-1.669,-0.683,0.983,grip_hold,successful_grip
